order_number,item_id,site_code,status,production_order_id,material_price_variance,material_usage_variance,labor_rate_variance,labor_efficiency_variance,variable_overhead_variance,fixed_overhead_volume_variance,scrap_variance,substitution_variance,total_variance,settled_date
MO-006202,CTL-0005,300,Ended,6202,0.0,-22.55,2.93,-4.98,-2.03,-56.31,111.82,0.0,28.88,2026-01-24
MO-006203,SYS-0002,300,Ended,6203,0.0,351.27,9.35,-6.61,-2.29,-75.74,97.9,0.0,373.87,2026-02-10
MO-006204,AFT-0009,300,Ended,6204,0.0,219.57,13.83,4.05,1.68,32.86,43.59,0.0,315.59,2026-02-27
MO-006205,AFT-0046,100,Ended,6205,0.0,667.87,9.9,-6.32,-2.13,-281.51,298.86,0.0,686.67,2026-03-16
MO-006206,SA-0023,300,Ended,6206,0.0,707.81,28.38,16.84,6.25,-705.06,806.63,0.0,860.85,2026-04-02
MO-006207,SA-0060,100,Ended,6207,0.0,-61.67,30.01,25.06,8.38,-3209.59,182.51,0.0,-3025.3,2026-04-19
MO-006208,SA-0097,200,Ended,6208,0.0,17.55,0.02,-2.0,-0.78,40.35,30.91,0.0,86.06,2026-05-06
MO-006209,DRV-0034,200,Ended,6209,0.0,3.07,-0.62,9.25,3.25,63.42,8.48,0.0,86.85,2026-05-23
MO-006210,ACT-0011,100,Ended,6210,0.0,104.61,5.5,2.86,0.73,86.74,72.9,0.0,273.34,2026-06-09
MO-006211,ACT-0048,200,Started,6211,0.0,1322.38,0.66,2.36,0.91,-221.84,15.34,0.0,1119.8,
MO-006255,SA-0086,300,Ended,6255,0.0,867.64,4.19,64.44,20.67,-714.82,509.72,0.0,751.84,2026-01-14
MO-006256,DRV-0023,100,Ended,6256,0.0,117.06,7.15,-8.13,-2.89,108.58,87.41,0.0,309.17,2026-01-31
MO-006257,DRV-0060,200,Ended,6257,0.0,25.51,2.73,-4.96,-1.99,-414.44,22.43,0.0,-370.73,2026-02-17
MO-006258,ACT-0037,100,Ended,6258,0.0,1655.16,6.78,-6.97,-2.61,-295.19,265.39,0.0,1622.56,2026-03-06
MO-006259,CTL-0014,300,Ended,6259,0.0,-49.24,6.26,-1.68,-0.62,10.42,15.05,0.0,-19.82,2026-03-23
MO-006260,SYS-0011,100,Ended,6260,0.0,375.51,8.39,3.65,1.5,-163.06,357.18,0.0,583.16,2026-04-09
MO-006261,AFT-0018,300,Ended,6261,0.0,44.62,16.11,1.84,0.42,-691.98,210.12,0.0,-418.88,2026-04-26
MO-006262,AFT-0055,100,Ended,6262,0.0,171.1,-0.89,36.74,13.54,-484.25,118.18,0.0,-145.58,2026-05-14
MO-006263,SA-0032,300,Ended,6263,0.0,113.97,-16.39,41.1,15.83,-302.83,83.59,0.0,-64.72,2026-05-31
MO-006264,SA-0069,100,Ended,6264,0.0,16.39,0.17,-1.39,-0.53,142.87,6.72,0.0,164.22,2026-06-17
MO-006308,AFT-0007,100,Ended,6308,0.0,81.12,-6.15,14.81,5.39,-225.69,41.44,0.0,-89.09,2026-01-05
MO-006309,AFT-0044,100,Ended,6309,0.0,264.16,-0.61,47.63,16.88,-202.49,90.2,0.0,215.76,2026-01-22
MO-006310,SA-0021,100,Ended,6310,0.0,409.88,15.68,54.62,19.23,-638.24,661.52,0.0,522.7,2026-02-08
MO-006311,SA-0058,200,Ended,6311,0.0,134.0,51.02,14.95,8.64,-194.29,240.22,0.0,254.54,2026-02-25
MO-006312,SA-0095,300,Ended,6312,0.0,103.88,6.78,-10.11,-3.81,120.29,57.37,0.0,274.4,2026-03-14
MO-006313,DRV-0032,200,Ended,6313,0.0,7.34,4.82,-6.4,-2.26,60.37,9.71,0.0,73.58,2026-03-31
MO-006314,ACT-0009,100,Ended,6314,0.0,11.77,4.16,-3.06,-1.17,27.2,12.74,0.0,51.64,2026-04-17
MO-006315,ACT-0046,200,Ended,6315,0.0,157.59,4.39,-1.62,-0.45,-5.18,108.68,0.0,263.41,2026-05-04
MO-006316,CTL-0023,300,Ended,6316,0.0,551.66,3.57,9.63,3.63,-133.48,348.08,0.0,783.09,2026-05-21
MO-006317,SYS-0020,300,Ended,6317,0.0,1519.82,-8.89,11.98,4.71,-1083.81,1066.68,0.0,1510.48,2026-06-07
MO-006318,AFT-0027,300,Released,6318,0.0,0.0,0.0,-44.64,-16.74,61.38,0.0,0.0,0.0,
MO-006362,ACT-0035,100,Ended,6362,0.0,854.47,1.7,10.69,4.2,59.39,206.21,0.0,1136.65,2026-01-13
MO-006363,CTL-0012,300,Ended,6363,0.0,-1012.18,-1.75,5.39,1.95,-689.89,358.61,0.0,-1337.87,2026-01-30
MO-006364,SYS-0009,100,Ended,6364,0.0,94.99,4.46,37.91,13.83,19.7,38.5,0.0,209.4,2026-02-16
MO-006365,AFT-0016,100,Ended,6365,0.0,1243.97,30.81,25.14,9.02,-628.54,761.22,0.0,1441.63,2026-03-05
MO-006366,AFT-0053,100,Ended,6366,0.0,244.66,42.98,-5.91,-3.81,-240.37,271.59,0.0,309.14,2026-03-22
MO-006367,SA-0030,100,Ended,6367,0.0,234.82,42.18,-20.46,-8.71,-3492.33,195.68,0.0,-3048.83,2026-04-08
MO-006368,SA-0067,200,Ended,6368,0.0,8.11,2.85,-10.32,-3.95,40.07,37.15,0.0,73.91,2026-04-25
MO-006369,DRV-0004,200,Ended,6369,0.0,22.79,2.53,-4.91,-1.83,103.66,15.33,0.0,137.55,2026-05-12
MO-006370,DRV-0041,100,Ended,6370,0.0,24.79,5.46,-3.81,-1.55,8.69,47.51,0.0,81.08,2026-05-29
MO-006371,ACT-0018,200,Ended,6371,0.0,111.74,-4.66,1.59,0.47,-1056.69,168.62,0.0,-778.94,2026-06-15
MO-006415,SA-0056,300,Ended,6415,0.0,-112.7,-0.03,4.71,2.04,-585.7,512.86,0.0,-178.83,2026-01-03
MO-006416,SA-0093,100,Ended,6416,0.0,71.97,-1.12,-1.47,-0.56,32.75,40.45,0.0,142.02,2026-01-20
MO-006417,DRV-0030,200,Ended,6417,0.0,26.46,1.39,0.48,0.15,-487.0,26.86,0.0,-431.66,2026-02-07
MO-006418,ACT-0007,100,Ended,6418,0.0,184.98,6.73,3.4,1.16,-288.97,193.67,0.0,100.96,2026-02-24
MO-006419,ACT-0044,200,Ended,6419,0.0,20.57,5.39,18.81,6.49,11.25,7.65,0.0,70.15,2026-03-13
MO-006420,CTL-0021,300,Ended,6420,0.0,524.12,22.96,29.89,12.53,-235.59,297.24,0.0,651.15,2026-03-30
MO-006421,SYS-0018,300,Ended,6421,0.0,163.63,27.09,2.01,-0.43,-3123.61,227.3,0.0,-2704.0,2026-04-16
MO-006422,AFT-0025,100,Ended,6422,0.0,106.86,14.87,-13.61,-4.83,-508.81,199.86,0.0,-205.66,2026-05-03
MO-006423,SA-0002,300,Ended,6423,0.0,304.37,9.4,-23.56,-8.63,-411.1,143.28,0.0,13.76,2026-05-20
MO-006424,SA-0039,100,Ended,6424,0.0,25.26,0.67,-7.66,-2.79,141.43,15.56,0.0,172.46,2026-06-06
MO-006425,SA-0076,200,Reported Finished,6425,0.0,184.02,-2.44,-4.99,-1.83,106.61,4.73,0.0,286.09,
MO-006469,AFT-0014,100,Ended,6469,0.0,297.33,0.27,-3.83,-1.29,-150.96,84.24,0.0,225.76,2026-01-11
MO-006470,AFT-0051,300,Ended,6470,0.0,624.16,-7.89,15.3,5.69,-989.66,940.67,0.0,588.28,2026-01-28
MO-006471,SA-0028,200,Ended,6471,0.0,388.44,-2.6,11.82,3.94,-244.1,259.35,0.0,416.86,2026-02-14
MO-006472,SA-0065,300,Ended,6472,0.0,44.1,1.19,-1.32,-0.51,52.17,31.61,0.0,127.24,2026-03-03
MO-006473,DRV-0002,200,Ended,6473,0.0,189.65,4.4,0.97,0.28,-0.61,90.83,0.0,285.51,2026-03-20
MO-006474,DRV-0039,100,Ended,6474,0.0,15.27,12.51,12.06,4.36,174.81,13.48,0.0,232.5,2026-04-06
MO-006475,ACT-0016,200,Ended,6475,0.0,61.98,11.73,20.98,7.99,9.4,43.45,0.0,155.53,2026-04-23
MO-006476,ACT-0053,100,Ended,6476,0.0,175.09,15.37,6.04,2.14,-26.3,128.16,0.0,300.49,2026-05-10
MO-006477,CTL-0030,300,Ended,6477,0.0,531.89,7.9,-5.88,-1.95,-3859.67,790.71,0.0,-2536.99,2026-05-27
MO-006478,SYS-0027,100,Ended,6478,0.0,1155.6,3.07,-12.5,-4.6,-311.91,280.15,0.0,1109.81,2026-06-13
MO-006522,ACT-0005,100,Ended,6522,0.0,178.86,6.99,-14.17,-5.32,29.1,82.86,0.0,278.32,2026-01-02
MO-006523,ACT-0042,200,Ended,6523,0.0,90.37,1.21,-5.89,-2.2,-1507.38,51.48,0.0,-1372.42,2026-01-19
MO-006524,CTL-0019,300,Ended,6524,0.0,-50.51,3.1,13.05,4.79,-227.67,70.62,0.0,-186.62,2026-02-05
MO-006525,SYS-0016,300,Ended,6525,0.0,1125.58,-1.82,2.66,0.82,-859.77,909.99,0.0,1177.47,2026-02-22
MO-006526,AFT-0023,100,Ended,6526,0.0,126.67,8.65,22.01,8.1,-26.3,152.98,0.0,292.11,2026-03-11
MO-006527,AFT-0060,300,Ended,6527,0.0,251.59,21.62,37.21,13.04,-1769.6,200.46,0.0,-1245.68,2026-03-28
MO-006528,SA-0037,200,Ended,6528,0.0,69.05,3.24,-0.4,-0.09,4.14,31.66,0.0,107.6,2026-04-14
MO-006529,SA-0074,300,Ended,6529,0.0,32.99,8.49,5.13,1.78,89.58,7.38,0.0,145.36,2026-05-01
MO-006530,DRV-0011,100,Ended,6530,0.0,179.59,9.99,3.57,1.16,91.58,144.09,0.0,429.98,2026-05-18
MO-006531,DRV-0048,200,Ended,6531,0.0,219.17,6.13,6.46,2.31,-446.94,146.57,0.0,-66.31,2026-06-04
MO-006532,ACT-0025,100,Started,6532,0.0,25164.01,0.16,-1.47,-0.65,-195.39,195.73,0.0,25162.4,
MO-006576,SA-0063,100,Ended,6576,0.0,20.68,2.09,-0.19,-0.24,-12.27,63.33,0.0,73.41,2026-01-10
MO-006577,SA-0100,200,Ended,6577,0.0,2.52,1.18,-8.32,-2.97,16.47,34.19,0.0,43.07,2026-01-27
MO-006578,DRV-0037,100,Ended,6578,0.0,-529.28,-3.69,-8.51,-3.24,-369.26,312.86,0.0,-601.12,2026-02-13
MO-006579,ACT-0014,200,Ended,6579,0.0,117.75,3.64,1.44,0.55,19.65,21.78,0.0,164.81,2026-03-02
MO-006580,ACT-0051,100,Ended,6580,0.0,4072.74,19.93,23.19,9.11,-1541.89,1592.61,0.0,4175.68,2026-03-19
MO-006581,CTL-0028,300,Ended,6581,0.0,1011.43,5.46,7.1,2.77,-792.08,849.37,0.0,1084.05,2026-04-05
MO-006582,SYS-0025,100,Ended,6582,0.0,625.75,16.31,22.18,8.29,-902.4,220.0,0.0,-9.87,2026-04-22
MO-006583,AFT-0032,100,Ended,6583,0.0,896.76,37.5,65.36,24.76,-318.32,232.78,0.0,938.85,2026-05-09
MO-006584,SA-0009,100,Ended,6584,0.0,3.95,7.66,4.88,1.98,67.37,11.15,0.0,96.99,2026-05-26
MO-006585,SA-0046,200,Ended,6585,0.0,20.89,2.57,-0.06,-0.11,106.84,30.1,0.0,160.23,2026-06-12
MO-006586,SA-0083,300,Started,6586,0.0,4121.91,1.69,-4.13,-1.41,230.64,36.48,0.0,4385.17,
MO-006630,AFT-0021,300,Ended,6630,0.0,218.65,2.95,-3.93,-1.94,-339.75,276.65,0.0,152.64,2026-01-17
MO-006631,AFT-0058,100,Ended,6631,0.0,277.78,20.68,24.28,12.31,-121.84,174.01,0.0,387.21,2026-02-03
MO-006632,SA-0035,300,Ended,6632,0.0,107.92,-1.23,-7.77,-2.99,1.38,56.87,0.0,154.17,2026-02-20
MO-006633,SA-0072,100,Ended,6633,0.0,38.53,-0.66,-5.48,-2.02,-210.68,14.9,0.0,-165.41,2026-03-09
MO-006634,DRV-0009,100,Ended,6634,0.0,53.56,3.9,-3.1,-1.18,72.52,10.67,0.0,136.36,2026-03-27
MO-006635,DRV-0046,200,Ended,6635,0.0,45.34,12.02,5.71,2.01,4.77,175.46,0.0,245.32,2026-04-13
MO-006636,ACT-0023,100,Ended,6636,0.0,1093.15,14.74,25.49,9.3,-550.97,647.42,0.0,1239.13,2026-04-30
MO-006637,ACT-0060,200,Ended,6637,0.0,12.93,7.12,6.65,2.26,-1316.03,58.86,0.0,-1228.21,2026-05-17
MO-006638,CTL-0037,300,Ended,6638,0.0,958.62,37.6,45.33,16.97,-1885.51,1212.82,0.0,385.83,2026-06-03
MO-006639,AFT-0004,100,Ended,6639,0.0,-556.7,17.72,126.83,47.17,-289.46,375.14,0.0,-279.3,2026-06-20
MO-006683,ACT-0012,200,Ended,6683,0.0,3.31,10.37,9.7,3.33,-648.06,24.84,0.0,-596.51,2026-01-08
MO-006684,ACT-0049,100,Ended,6684,0.0,82.09,4.64,14.04,5.95,-360.11,58.12,0.0,-195.27,2026-01-25
MO-006685,CTL-0026,300,Ended,6685,0.0,833.28,-0.61,-2.72,-1.29,-526.84,469.97,0.0,771.8,2026-02-11
MO-006686,SYS-0023,100,Ended,6686,0.0,3863.1,-11.41,10.22,3.44,-1189.65,1306.98,0.0,3982.67,2026-02-28
MO-006687,AFT-0030,300,Ended,6687,0.0,136.51,-5.03,-48.63,-17.93,-4073.26,179.56,0.0,-3828.78,2026-03-17
MO-006688,SA-0007,200,Ended,6688,0.0,-16.81,4.04,-4.27,-1.54,-10.43,32.7,0.0,3.69,2026-04-03
MO-006689,SA-0044,300,Ended,6689,0.0,-13.45,2.1,-3.1,-1.12,29.57,4.79,0.0,18.8,2026-04-20
MO-006690,SA-0081,100,Ended,6690,0.0,212.63,9.05,0.34,0.09,-53.72,140.98,0.0,309.37,2026-05-07
MO-006691,DRV-0018,200,Ended,6691,0.0,419.12,9.88,7.77,2.74,-1594.33,235.0,0.0,-919.82,2026-05-24
MO-006692,DRV-0055,100,Ended,6692,0.0,4879.83,2.77,25.78,10.09,-1290.1,1134.09,0.0,4762.45,2026-06-10
MO-006693,ACT-0032,200,Released,6693,0.0,0.0,0.0,-42.12,-15.79,57.92,0.0,0.0,0.0,
MO-006737,SA-0070,200,Ended,6737,0.0,41.95,3.52,11.11,3.91,19.67,30.01,0.0,110.16,2026-01-16
MO-006738,DRV-0007,100,Ended,6738,0.0,407.95,3.93,4.7,1.38,-145.32,94.91,0.0,367.56,2026-02-02
MO-006739,DRV-0044,200,Ended,6739,0.0,11.72,-0.06,9.29,3.57,16.75,8.76,0.0,50.03,2026-02-19
MO-006740,ACT-0021,100,Ended,6740,0.0,121.01,-2.32,0.91,0.26,-267.49,324.84,0.0,177.21,2026-03-08
MO-006741,ACT-0058,200,Ended,6741,0.0,79.22,-2.59,4.2,1.2,-78.32,129.82,0.0,133.51,2026-03-25
MO-006742,CTL-0035,300,Ended,6742,0.0,3647.99,24.08,-40.68,-14.65,-1206.55,1295.55,0.0,3705.74,2026-04-11
MO-006743,AFT-0002,100,Ended,6743,0.0,-188.43,16.11,-23.15,-8.43,-847.34,572.32,0.0,-478.92,2026-04-28
MO-006744,AFT-0039,300,Ended,6744,0.0,885.0,3.97,-2.14,-0.82,-93.81,128.3,0.0,920.5,2026-05-15
MO-006745,SA-0016,200,Ended,6745,0.0,33.28,4.44,-1.51,-0.54,38.66,20.57,0.0,94.9,2026-06-01
MO-006746,SA-0053,300,Ended,6746,0.0,34.1,5.44,2.15,0.8,-32.71,156.48,0.0,166.27,2026-06-18
MO-006790,SYS-0021,100,Ended,6790,0.0,3558.85,61.85,38.41,14.15,-1351.16,1355.14,0.0,3677.25,2026-01-07
MO-006791,AFT-0028,100,Ended,6791,0.0,217.59,30.43,98.23,34.53,-153.64,244.83,0.0,471.96,2026-01-24
MO-006792,SA-0005,300,Ended,6792,0.0,33.7,2.6,0.16,0.05,121.82,28.08,0.0,186.4,2026-02-10
MO-006793,SA-0042,100,Ended,6793,0.0,-30.25,0.22,4.37,1.45,-178.12,32.37,0.0,-169.95,2026-02-27
MO-006794,SA-0079,200,Ended,6794,0.0,57.36,1.06,-1.1,-0.44,-94.69,43.43,0.0,5.62,2026-03-16
MO-006795,DRV-0016,200,Ended,6795,0.0,85.29,-0.53,0.94,0.32,0.7,76.36,0.0,163.07,2026-04-02
MO-006796,DRV-0053,100,Ended,6796,0.0,2305.93,2.26,3.94,1.02,-545.78,698.86,0.0,2466.23,2026-04-19
MO-006797,ACT-0030,200,Ended,6797,0.0,46.31,21.6,-27.66,-9.47,-1351.59,119.82,0.0,-1200.99,2026-05-06
MO-006798,CTL-0007,300,Ended,6798,0.0,-920.75,49.09,3.11,1.57,-1387.05,617.95,0.0,-1636.08,2026-05-23
MO-006799,SYS-0004,300,Ended,6799,0.0,40.57,33.86,-4.07,-1.29,-14.37,47.58,0.0,102.28,2026-06-09
MO-006800,AFT-0011,100,Reported Finished,6800,0.0,279.77,2.02,-0.98,-0.37,33.48,6.9,0.0,320.81,
MO-006844,ACT-0019,100,Ended,6844,0.0,60.43,15.63,8.77,3.49,-446.55,87.43,0.0,-270.79,2026-01-14
MO-006845,ACT-0056,200,Ended,6845,0.0,-12.85,35.17,15.19,5.93,-369.3,278.36,0.0,-47.51,2026-01-31
MO-006846,CTL-0033,300,Ended,6846,0.0,4926.71,14.32,51.13,19.05,-2051.76,2058.87,0.0,5018.31,2026-02-17
MO-006847,SYS-0030,300,Ended,6847,0.0,141.55,2.3,106.6,38.17,-6029.49,1737.14,0.0,-4003.72,2026-03-06
MO-006848,AFT-0037,100,Ended,6848,0.0,34.0,0.48,-6.11,-2.01,-4.24,92.32,0.0,114.44,2026-03-23
MO-006849,SA-0014,300,Ended,6849,0.0,19.57,1.06,0.04,-0.02,21.14,7.41,0.0,49.19,2026-04-09
MO-006850,SA-0051,100,Ended,6850,0.0,80.7,6.62,-3.88,-1.33,-102.75,190.52,0.0,169.89,2026-04-26
MO-006851,SA-0088,200,Ended,6851,0.0,19.84,3.44,1.42,0.2,46.95,36.48,0.0,108.32,2026-05-14
MO-006852,DRV-0025,100,Ended,6852,0.0,857.85,24.8,-23.0,-8.66,-798.3,470.58,0.0,523.27,2026-05-31
MO-006853,ACT-0002,200,Ended,6853,0.0,190.3,24.76,-8.92,-3.37,-136.75,71.72,0.0,137.73,2026-06-17
MO-006897,SA-0040,200,Ended,6897,0.0,32.97,3.28,-4.78,-1.78,54.31,49.4,0.0,133.39,2026-01-05
MO-006898,SA-0077,300,Ended,6898,0.0,59.08,5.09,-0.62,-0.23,13.29,25.31,0.0,101.92,2026-01-22
MO-006899,DRV-0014,200,Ended,6899,0.0,154.04,10.26,0.79,0.27,-17.51,39.07,0.0,186.91,2026-02-08
MO-006900,DRV-0051,100,Ended,6900,0.0,1589.33,8.02,25.61,9.95,-1027.02,1107.04,0.0,1712.93,2026-02-25
MO-006901,ACT-0028,200,Ended,6901,0.0,109.12,3.64,19.43,6.64,11.72,76.89,0.0,227.44,2026-03-14
MO-006902,CTL-0005,300,Ended,6902,0.0,-534.39,-9.22,56.28,20.88,-360.94,447.28,0.0,-380.1,2026-03-31
MO-006903,SYS-0002,300,Ended,6903,0.0,887.69,9.89,56.14,21.99,-699.2,428.3,0.0,704.8,2026-04-17
MO-006904,AFT-0009,300,Ended,6904,0.0,21.87,5.28,-9.76,-3.81,189.34,9.34,0.0,212.26,2026-05-04
MO-006905,AFT-0046,100,Ended,6905,0.0,107.8,0.96,3.09,1.0,-35.83,66.41,0.0,143.43,2026-05-21
MO-006906,SA-0023,300,Ended,6906,0.0,387.27,7.35,-1.45,-0.86,-86.79,201.66,0.0,507.19,2026-06-07
MO-006907,SA-0060,100,Started,6907,0.0,1116.25,5.29,-4.54,-1.62,-179.82,13.91,0.0,949.47,
MO-006951,SYS-0028,300,Ended,6951,0.0,409.97,16.85,-23.26,-8.63,-1477.39,1479.21,0.0,396.76,2026-01-13
MO-006952,AFT-0035,100,Ended,6952,0.0,64.69,4.68,-5.34,-2.0,-0.4,103.16,0.0,164.8,2026-01-30
MO-006953,SA-0012,100,Ended,6953,0.0,22.68,4.29,-3.41,-1.21,-333.04,16.66,0.0,-294.03,2026-02-16
MO-006954,SA-0049,200,Ended,6954,0.0,3.25,9.65,-0.91,-0.34,-34.38,17.39,0.0,-5.34,2026-03-05
MO-006955,SA-0086,300,Ended,6955,0.0,135.61,-0.29,11.19,4.26,-88.38,116.51,0.0,178.89,2026-03-22
MO-006956,DRV-0023,100,Ended,6956,0.0,255.59,3.75,61.48,23.92,-182.91,407.89,0.0,569.71,2026-04-08
MO-006957,DRV-0060,200,Ended,6957,0.0,56.87,-2.01,24.49,9.38,-2300.1,100.92,0.0,-2110.46,2026-04-25
MO-006958,ACT-0037,100,Ended,6958,0.0,5004.1,10.07,54.85,20.47,-1319.77,1061.58,0.0,4831.31,2026-05-12
MO-006959,CTL-0014,300,Ended,6959,0.0,167.8,26.09,14.98,5.24,-380.91,65.86,0.0,-100.94,2026-05-29
MO-006960,SYS-0011,100,Ended,6960,0.0,50.73,5.08,-7.54,-2.9,134.06,76.54,0.0,255.97,2026-06-15
MO-007004,DRV-0049,100,Ended,7004,0.0,595.27,13.57,6.87,2.44,-230.39,83.99,0.0,471.75,2026-01-03
MO-007005,ACT-0026,200,Ended,7005,0.0,732.41,31.99,-7.3,-2.44,-866.09,744.37,0.0,632.94,2026-01-20
MO-007006,CTL-0003,300,Ended,7006,0.0,115.04,24.42,-8.84,-3.25,-1092.0,991.28,0.0,26.66,2026-02-07
MO-007007,CTL-0040,300,Ended,7007,0.0,3980.97,18.31,-7.6,-2.72,-1929.51,1939.03,0.0,3998.48,2026-02-24
MO-007008,AFT-0007,100,Ended,7008,0.0,6.6,2.64,-5.57,-2.08,32.28,8.88,0.0,42.76,2026-03-13
MO-007009,AFT-0044,100,Ended,7009,0.0,36.03,0.31,-3.93,-1.32,82.67,20.04,0.0,133.79,2026-03-30
MO-007010,SA-0021,100,Ended,7010,0.0,261.27,-3.51,8.44,3.13,-132.94,165.38,0.0,301.78,2026-04-16
MO-007011,SA-0058,200,Ended,7011,0.0,90.52,3.51,21.02,7.51,43.62,54.91,0.0,221.08,2026-05-03
MO-007012,SA-0095,300,Ended,7012,0.0,265.17,21.44,33.35,12.37,-80.15,267.71,0.0,519.88,2026-05-20
MO-007013,DRV-0032,200,Ended,7013,0.0,-25.75,6.34,21.95,7.56,-127.45,43.72,0.0,-73.63,2026-06-06
MO-007014,ACT-0009,100,Released,7014,0.0,0.0,0.0,-33.12,-12.42,45.54,0.0,0.0,0.0,
MO-007058,SA-0047,300,Ended,7058,0.0,10.5,13.67,8.61,2.81,161.49,46.09,0.0,243.18,2026-01-11
MO-007059,SA-0084,100,Ended,7059,0.0,32.8,6.42,7.52,2.69,-226.04,28.38,0.0,-148.22,2026-01-28
MO-007060,DRV-0021,100,Ended,7060,0.0,445.04,21.24,-7.0,-2.94,-338.81,359.11,0.0,476.64,2026-02-14
MO-007061,DRV-0058,200,Ended,7061,0.0,1780.41,9.2,-10.42,-3.61,-638.8,729.6,0.0,1866.38,2026-03-03
MO-007062,ACT-0035,100,Ended,7062,0.0,2765.51,6.78,12.96,5.24,-615.57,824.82,0.0,2999.73,2026-03-20
MO-007063,CTL-0012,300,Ended,7063,0.0,8782.2,21.99,-11.56,-3.87,-3200.05,1568.94,0.0,7157.65,2026-04-06
MO-007064,SYS-0009,100,Ended,7064,0.0,35.62,-2.39,-4.12,-1.58,82.0,8.25,0.0,117.79,2026-04-23
MO-007065,AFT-0016,100,Ended,7065,0.0,174.55,2.18,2.72,0.93,1.24,169.16,0.0,350.78,2026-05-10
MO-007066,AFT-0053,100,Ended,7066,0.0,20.29,11.71,24.72,9.04,4.57,67.9,0.0,138.23,2026-05-27
MO-007067,SA-0030,100,Ended,7067,0.0,27.28,11.91,22.27,7.82,-707.7,44.73,0.0,-593.69,2026-06-13
MO-007111,CTL-0038,300,Ended,7111,0.0,1920.08,11.13,59.44,21.53,-1616.65,1139.57,0.0,1535.09,2026-01-02
MO-007112,AFT-0005,100,Ended,7112,0.0,255.55,4.74,3.11,1.19,-13.05,105.07,0.0,356.62,2026-01-19
MO-007113,AFT-0042,300,Ended,7113,0.0,28.41,4.64,7.66,2.64,-231.04,11.97,0.0,-175.72,2026-02-05
MO-007114,SA-0019,200,Ended,7114,0.0,172.05,10.87,-3.17,-0.65,-126.41,33.53,0.0,86.22,2026-02-22
MO-007115,SA-0056,300,Ended,7115,0.0,291.13,9.62,-2.5,-1.2,-112.12,117.22,0.0,302.15,2026-03-11
MO-007116,SA-0093,100,Ended,7116,0.0,214.11,3.82,-10.95,-4.1,-169.74,188.77,0.0,221.91,2026-03-28
MO-007117,DRV-0030,200,Ended,7117,0.0,46.12,0.19,0.71,0.22,-2740.28,120.88,0.0,-2572.15,2026-04-14
MO-007118,ACT-0007,100,Ended,7118,0.0,-447.93,-2.97,11.99,4.71,-1921.04,774.68,0.0,-1580.56,2026-05-01
MO-007119,ACT-0044,200,Ended,7119,0.0,19.28,-6.71,4.5,1.13,-142.06,33.45,0.0,-90.42,2026-05-18
MO-007120,CTL-0021,300,Ended,7120,0.0,90.97,2.2,-0.93,-0.37,29.56,63.69,0.0,185.12,2026-06-04
MO-007121,SYS-0018,300,Reported Finished,7121,0.0,348.69,7.12,2.51,0.9,-380.16,12.63,0.0,-8.31,
MO-007165,DRV-0056,200,Ended,7165,0.0,664.3,1.48,7.89,2.69,-1388.2,1346.93,0.0,635.08,2026-01-10
MO-007166,ACT-0033,100,Ended,7166,0.0,725.96,10.42,31.83,11.6,-769.54,740.42,0.0,750.7,2026-01-27
MO-007167,CTL-0010,300,Ended,7167,0.0,5800.48,49.07,93.74,33.2,-1379.95,1491.79,0.0,6088.33,2026-02-13
MO-007168,SYS-0007,100,Ended,7168,0.0,62.77,5.83,-0.57,-0.26,14.61,27.0,0.0,109.38,2026-03-02
MO-007169,AFT-0014,100,Ended,7169,0.0,9.6,7.45,0.79,0.14,30.79,18.72,0.0,67.49,2026-03-19
MO-007170,AFT-0051,300,Ended,7170,0.0,13.62,3.64,-4.86,-1.49,-134.16,235.17,0.0,111.91,2026-04-05
MO-007171,SA-0028,200,Ended,7171,0.0,44.84,0.61,-5.72,-2.03,-37.88,59.28,0.0,59.09,2026-04-22
MO-007172,SA-0065,300,Ended,7172,0.0,390.11,-2.25,-3.2,-1.25,-75.12,147.53,0.0,455.82,2026-05-09
MO-007173,DRV-0002,200,Ended,7173,0.0,912.29,0.52,0.62,0.48,-524.36,408.75,0.0,798.31,2026-05-26
MO-007174,DRV-0039,100,Ended,7174,0.0,24.87,19.54,24.38,9.23,-144.41,53.94,0.0,-12.45,2026-06-12
MO-007175,ACT-0016,200,Reported Finished,7175,0.0,1274.87,16.16,19.68,7.71,-4.59,38.02,0.0,1351.85,
MO-007219,SA-0054,100,Ended,7219,0.0,218.83,6.85,9.26,3.26,-1240.61,34.45,0.0,-967.95,2026-01-17
MO-007220,SA-0091,200,Ended,7220,0.0,120.16,19.52,30.11,11.77,-341.11,251.69,0.0,92.15,2026-02-03
MO-007221,DRV-0028,200,Ended,7221,0.0,-803.92,7.6,13.79,5.01,-799.42,849.13,0.0,-727.82,2026-02-20
MO-007222,ACT-0005,100,Ended,7222,0.0,400.54,48.26,77.58,28.33,-184.98,331.45,0.0,701.18,2026-03-09
MO-007223,ACT-0042,200,Ended,7223,0.0,206.44,42.28,51.55,18.5,-7260.57,225.21,0.0,-6716.57,2026-03-27
MO-007224,CTL-0019,300,Ended,7224,0.0,75.63,1.89,-4.76,-1.91,18.58,15.13,0.0,104.57,2026-04-13
MO-007225,SYS-0016,300,Ended,7225,0.0,250.87,0.97,-2.51,-0.68,-133.74,202.22,0.0,317.13,2026-04-30
