order_number,customer_id,promised_ship_date,id,sales_order_id,line_number,item_id,site_code,order_quantity,shipped_quantity,unit_price,discount_percent,standard_unit_cost,status
SO-002829,CUST-0094,2026-08-06,5658,2829,20,SYS-0002,300,13.0,0.0,1882.62,0.0,1223.7,Open
SO-003490,CUST-0051,2026-08-06,6979,3490,10,DRV-0042,200,33.0,0.0,667.0,0.0,409.54,Open
SO-003490,CUST-0051,2026-08-06,6980,3490,20,DRV-0053,100,55.0,0.0,3515.38,0.02,2495.92,Open
SO-006445,CUST-0126,2026-08-06,12889,6445,10,ACT-0057,100,55.0,0.0,3821.44,0.0,2621.51,Open
SO-006445,CUST-0126,2026-08-06,12890,6445,20,AFT-0008,100,2.0,0.0,359.51,0.02,242.31,Open
SO-007106,CUST-0083,2026-08-06,14211,7106,10,ACT-0048,200,9.0,0.0,600.96,0.02,383.41,Open
SO-007106,CUST-0083,2026-08-06,14212,7106,20,ACT-0059,100,13.0,0.0,1375.08,0.035,860.8,Open
SO-008805,CUST-0166,2026-08-06,17609,8805,10,DRV-0057,100,2.0,0.0,5846.19,0.0,3870.18,Open
SO-008805,CUST-0166,2026-08-06,17610,8805,20,SYS-0008,300,4.0,0.0,335.38,0.02,218.0,Open
SO-000659,CUST-0164,2026-08-07,1317,659,10,DRV-0031,100,9.0,0.0,2066.74,0.0,1392.98,Open
SO-000659,CUST-0164,2026-08-07,1318,659,20,DRV-0042,200,13.0,0.0,618.64,0.0,409.54,Open
SO-001320,CUST-0121,2026-08-07,2639,1320,10,DRV-0022,200,33.0,0.0,6707.68,0.0,4199.01,Open
SO-001320,CUST-0121,2026-08-07,2640,1320,20,DRV-0033,100,55.0,0.0,1832.08,0.02,1124.9,Open
SO-002358,CUST-0007,2026-08-07,4715,2358,10,AFT-0050,100,2.0,0.0,3540.56,0.05,2471.31,Open
SO-002358,CUST-0007,2026-08-07,4716,2358,20,CTL-0001,300,4.0,0.0,3172.42,0.0,2176.28,Open
SO-003019,CUST-0204,2026-08-07,6037,3019,10,AFT-0041,100,13.0,0.0,1789.26,0.0,1163.02,Open
SO-003019,CUST-0204,2026-08-07,6038,3019,20,AFT-0052,100,22.0,0.0,494.7,0.0,315.62,Open
SO-004936,CUST-0153,2026-08-07,9871,4936,10,ACT-0028,200,9.0,0.0,328.58,0.02,213.58,Open
SO-004936,CUST-0153,2026-08-07,9872,4936,20,ACT-0039,100,13.0,0.0,1191.03,0.035,759.88,Open
SO-005974,CUST-0039,2026-08-07,11947,5974,10,DRV-0046,200,22.0,0.0,1428.86,0.0,877.32,Open
SO-005974,CUST-0039,2026-08-07,11948,5974,20,DRV-0057,100,33.0,0.0,5450.96,0.0,3870.18,Open
SO-006635,CUST-0236,2026-08-07,13269,6635,10,DRV-0037,100,2.0,0.0,6631.28,0.0,4469.48,Open
SO-006635,CUST-0236,2026-08-07,13270,6635,20,DRV-0048,200,4.0,0.0,1383.76,0.02,916.05,Open
SO-009590,CUST-0071,2026-08-07,19179,9590,10,ACT-0052,200,4.0,0.0,1013.42,0.0,646.56,Open
SO-009590,CUST-0071,2026-08-07,19180,9590,20,AFT-0003,300,9.0,0.0,7210.93,0.02,4514.04,Open
SO-000188,CUST-0077,2026-08-08,375,188,10,AFT-0030,300,2.0,0.0,481.72,0.05,342.02,Open
SO-000188,CUST-0077,2026-08-08,376,188,20,AFT-0041,100,4.0,0.0,1666.22,0.0,1163.02,Open
SO-000849,CUST-0034,2026-08-08,1697,849,10,AFT-0021,300,13.0,0.0,597.02,0.0,395.23,Open
SO-000849,CUST-0034,2026-08-08,1698,849,20,AFT-0032,100,22.0,0.0,1023.22,0.0,665.09,Open
SO-003143,CUST-0152,2026-08-08,6285,3143,10,DRV-0035,100,4.0,0.0,1341.42,0.05,904.12,Open
SO-003143,CUST-0152,2026-08-08,6286,3143,20,DRV-0046,200,9.0,0.0,1325.26,0.0,877.32,Open
SO-003804,CUST-0109,2026-08-08,7607,3804,10,DRV-0026,200,22.0,0.0,1020.42,0.0,638.78,Open
SO-003804,CUST-0109,2026-08-08,7608,3804,20,DRV-0037,100,33.0,0.0,7279.28,0.0,4469.48,Open
SO-004465,CUST-0066,2026-08-08,8929,4465,10,DRV-0017,100,2.0,0.0,1132.71,0.0,777.04,Open
SO-004465,CUST-0066,2026-08-08,8930,4465,20,DRV-0028,200,4.0,0.0,3499.54,0.02,2358.69,Open
SO-005503,CUST-0192,2026-08-08,11005,5503,10,AFT-0045,300,9.0,0.0,1959.72,0.05,1273.82,Open
SO-005503,CUST-0192,2026-08-08,11006,5503,20,AFT-0056,100,13.0,0.0,605.17,0.0,386.1,Open
SO-007420,CUST-0141,2026-08-08,14839,7420,10,ACT-0032,200,4.0,0.0,357.97,0.0,232.68,Open
SO-007420,CUST-0141,2026-08-08,14840,7420,20,ACT-0043,100,9.0,0.0,783.31,0.02,499.75,Open
SO-008081,CUST-0098,2026-08-08,16161,8081,10,ACT-0023,100,22.0,0.0,3256.66,0.02,2312.23,Open
SO-008081,CUST-0098,2026-08-08,16162,8081,20,ACT-0034,200,33.0,0.0,485.24,0.035,338.7,Open
SO-009119,CUST-0224,2026-08-08,18237,9119,10,DRV-0041,100,55.0,0.0,402.76,0.0,271.46,Open
SO-009119,CUST-0224,2026-08-08,18238,9119,20,DRV-0052,200,2.0,0.0,1960.92,0.0,1298.13,Open
SO-009780,CUST-0181,2026-08-08,19559,9780,10,DRV-0032,200,9.0,0.0,387.97,0.0,242.87,Open
SO-009780,CUST-0181,2026-08-08,19560,9780,20,DRV-0043,100,13.0,0.0,947.36,0.02,581.68,Open
SO-000973,CUST-0222,2026-08-09,1945,973,10,DRV-0015,100,4.0,0.0,1798.44,0.05,1233.73,Open
SO-000973,CUST-0222,2026-08-09,1946,973,20,DRV-0026,200,9.0,0.0,947.74,0.0,638.78,Open
SO-001634,CUST-0179,2026-08-09,3267,1634,10,DRV-0006,200,22.0,0.0,2786.47,0.0,1777.77,Open
SO-001634,CUST-0179,2026-08-09,3268,1634,20,DRV-0017,100,33.0,0.0,1241.28,0.0,777.04,Open
SO-003333,CUST-0022,2026-08-09,6665,3333,10,AFT-0025,100,9.0,0.0,718.81,0.05,475.85,Open
SO-003333,CUST-0022,2026-08-09,6666,3333,20,AFT-0036,300,13.0,0.0,1462.49,0.0,950.62,Open
SO-006949,CUST-0054,2026-08-09,13897,6949,10,DRV-0021,100,55.0,0.0,1495.69,0.0,1026.04,Open
SO-006949,CUST-0054,2026-08-09,13898,6949,20,DRV-0032,200,2.0,0.0,360.34,0.0,242.87,Open
SO-007610,CUST-0011,2026-08-09,15219,7610,10,DRV-0012,200,9.0,0.0,370.31,0.0,236.26,Open
SO-007610,CUST-0011,2026-08-09,15220,7610,20,DRV-0023,100,13.0,0.0,2327.08,0.02,1456.75,Open
SO-000502,CUST-0135,2026-08-10,1003,502,10,AFT-0014,100,55.0,0.0,1524.43,0.035,936.0,Open
SO-000502,CUST-0135,2026-08-10,1004,502,20,AFT-0025,100,2.0,0.0,670.21,0.05,475.85,Open
SO-001163,CUST-0092,2026-08-10,2325,1163,10,AFT-0005,100,9.0,0.0,3464.27,0.05,2334.92,Open
SO-001163,CUST-0092,2026-08-10,2326,1163,20,AFT-0016,100,13.0,0.0,2555.3,0.0,1691.61,Open
SO-004118,CUST-0167,2026-08-10,8235,4118,10,DRV-0010,200,13.0,0.0,571.19,0.05,364.42,Open
SO-004118,CUST-0167,2026-08-10,8236,4118,20,DRV-0021,100,22.0,0.0,1639.04,0.0,1026.04,Open
SO-004779,CUST-0124,2026-08-10,9557,4779,10,DRV-0001,100,55.0,0.0,1544.4,0.0,1077.99,Open
SO-004779,CUST-0124,2026-08-10,9558,4779,20,DRV-0012,200,2.0,0.0,344.4,0.0,236.26,Open
SO-005440,CUST-0081,2026-08-10,10879,5440,10,CTL-0032,300,9.0,0.0,2996.83,0.0,1947.94,Open
SO-005440,CUST-0081,2026-08-10,10880,5440,20,DRV-0003,100,13.0,0.0,3087.24,0.02,1969.66,Open
SO-006478,CUST-0207,2026-08-10,12955,6478,10,AFT-0020,100,22.0,0.0,1276.53,0.05,783.79,Open
SO-006478,CUST-0207,2026-08-10,12956,6478,20,AFT-0031,100,33.0,0.0,436.85,0.0,310.16,Open
SO-008395,CUST-0156,2026-08-10,16789,8395,10,ACT-0007,100,13.0,0.0,4506.06,0.0,2766.72,Open
SO-008395,CUST-0156,2026-08-10,16790,8395,20,ACT-0018,200,22.0,0.0,1484.31,0.02,1053.86,Open
SO-009056,CUST-0113,2026-08-10,18111,9056,10,SYS-0028,300,55.0,0.0,3135.24,0.02,2113.15,Open
SO-009056,CUST-0113,2026-08-10,18112,9056,20,ACT-0009,100,2.0,0.0,549.98,0.035,364.09,Open
SO-000031,CUST-0048,2026-08-11,61,31,10,SYS-0003,100,22.0,0.0,1215.35,0.02,789.98,Open
SO-000031,CUST-0048,2026-08-11,62,31,20,SYS-0014,300,33.0,0.0,1327.68,0.035,847.06,Open
SO-001948,CUST-0237,2026-08-11,3895,1948,10,CTL-0030,300,13.0,0.0,4505.45,0.05,2928.54,Open
SO-001948,CUST-0237,2026-08-11,3896,1948,20,DRV-0001,100,22.0,0.0,1689.64,0.0,1077.99,Open
SO-002609,CUST-0194,2026-08-11,5217,2609,10,CTL-0021,300,55.0,0.0,1196.13,0.0,849.25,Open
SO-002609,CUST-0194,2026-08-11,5218,2609,20,CTL-0032,300,2.0,0.0,2790.74,0.0,1947.94,Open
SO-003647,CUST-0080,2026-08-11,7293,3647,10,AFT-0009,300,4.0,0.0,923.98,0.035,622.76,Open
SO-003647,CUST-0080,2026-08-11,7294,3647,20,AFT-0020,100,9.0,0.0,1183.97,0.05,783.79,Open
SO-004308,CUST-0037,2026-08-11,8615,4308,10,ACT-0060,200,22.0,0.0,348.26,0.05,218.01,Open
SO-004308,CUST-0037,2026-08-11,8616,4308,20,AFT-0011,100,33.0,0.0,748.79,0.0,459.76,Open
SO-007263,CUST-0112,2026-08-11,14525,7263,10,DRV-0005,100,33.0,0.0,1665.8,0.05,1162.73,Open
SO-007263,CUST-0112,2026-08-11,14526,7263,20,DRV-0016,200,55.0,0.0,556.56,0.0,381.8,Open
SO-007924,CUST-0069,2026-08-11,15847,7924,10,CTL-0036,300,4.0,0.0,5777.32,0.0,3755.26,Open
SO-007924,CUST-0069,2026-08-11,15848,7924,20,DRV-0007,100,9.0,0.0,2125.24,0.0,1355.9,Open
SO-008585,CUST-0026,2026-08-11,17169,8585,10,CTL-0027,300,22.0,0.0,1481.93,0.0,1052.17,Open
SO-008585,CUST-0026,2026-08-11,17170,8585,20,CTL-0038,300,33.0,0.0,2332.32,0.02,1627.96,Open
SO-009623,CUST-0152,2026-08-11,19245,9623,10,AFT-0015,300,55.0,0.0,1667.97,0.05,1124.21,Open
SO-009623,CUST-0152,2026-08-11,19246,9623,20,AFT-0026,100,2.0,0.0,293.9,0.0,194.56,Open
SO-001477,CUST-0150,2026-08-12,2953,1477,10,ACT-0049,100,4.0,0.0,1210.35,0.035,830.3,Open
SO-001477,CUST-0150,2026-08-12,2954,1477,20,ACT-0060,200,9.0,0.0,323.46,0.05,218.01,Open
SO-002138,CUST-0107,2026-08-12,4275,2138,10,ACT-0040,200,22.0,0.0,313.2,0.05,199.82,Open
SO-002138,CUST-0107,2026-08-12,4276,2138,20,ACT-0051,100,33.0,0.0,7268.85,0.0,4550.3,Open
SO-005093,CUST-0182,2026-08-12,10185,5093,10,CTL-0025,300,33.0,0.0,1747.24,0.05,1240.54,Open
SO-005093,CUST-0182,2026-08-12,10186,5093,20,CTL-0036,300,55.0,0.0,5380.03,0.0,3755.26,Open
SO-005754,CUST-0139,2026-08-12,11507,5754,10,CTL-0016,300,4.0,0.0,412.46,0.0,273.05,Open
SO-005754,CUST-0139,2026-08-12,11508,5754,20,CTL-0027,300,9.0,0.0,1618.72,0.0,1052.17,Open
SO-007453,CUST-0222,2026-08-12,14905,7453,10,ACT-0055,100,55.0,0.0,3112.03,0.05,2134.85,Open
SO-007453,CUST-0222,2026-08-12,14906,7453,20,AFT-0006,300,2.0,0.0,8538.56,0.0,5754.99,Open
SO-009370,CUST-0171,2026-08-12,18739,9370,10,SYS-0012,300,33.0,0.0,793.59,0.0,544.4,Open
SO-009370,CUST-0171,2026-08-12,18740,9370,20,SYS-0023,100,55.0,0.0,3462.76,0.02,2333.9,Open
SO-001006,CUST-0063,2026-08-13,2011,1006,10,DRV-0038,200,55.0,0.0,886.51,0.02,544.32,Open
SO-001006,CUST-0063,2026-08-13,2012,1006,20,DRV-0049,100,2.0,0.0,1689.85,0.035,1199.79,Open
SO-002923,CUST-0012,2026-08-13,5845,2923,10,CTL-0005,300,33.0,0.0,1734.46,0.05,1064.96,Open
SO-002923,CUST-0012,2026-08-13,5846,2923,20,CTL-0016,300,55.0,0.0,384.58,0.0,273.05,Open
SO-003584,CUST-0209,2026-08-13,7167,3584,10,AFT-0056,100,4.0,0.0,572.85,0.0,386.1,Open
SO-003584,CUST-0209,2026-08-13,7168,3584,20,CTL-0007,300,9.0,0.0,3333.81,0.0,2206.98,Open
SO-004622,CUST-0095,2026-08-13,9243,4622,10,ACT-0044,200,13.0,0.0,299.58,0.035,191.13,Open
SO-004622,CUST-0095,2026-08-13,9244,4622,20,ACT-0055,100,22.0,0.0,3410.3,0.05,2134.85,Open
SO-005283,CUST-0052,2026-08-13,10565,5283,10,ACT-0035,100,55.0,0.0,2813.55,0.05,1963.86,Open
SO-005283,CUST-0052,2026-08-13,10566,5283,20,ACT-0046,200,2.0,0.0,792.11,0.0,543.39,Open
SO-008238,CUST-0127,2026-08-13,16475,8238,10,CTL-0020,300,2.0,0.0,1037.92,0.05,687.1,Open
SO-008238,CUST-0127,2026-08-13,16476,8238,20,CTL-0031,300,4.0,0.0,3006.71,0.0,1954.36,Open
SO-008899,CUST-0084,2026-08-13,17797,8899,10,CTL-0011,300,13.0,0.0,4636.68,0.0,2846.92,Open
SO-008899,CUST-0084,2026-08-13,17798,8899,20,CTL-0022,300,22.0,0.0,2915.66,0.0,2070.12,Open
SO-009560,CUST-0041,2026-08-13,19119,9560,10,CTL-0002,300,55.0,0.0,1631.34,0.0,1099.52,Open
SO-009560,CUST-0041,2026-08-13,19120,9560,20,CTL-0013,300,2.0,0.0,407.31,0.02,269.64,Open
SO-001791,CUST-0208,2026-08-14,3581,1791,10,ACT-0033,100,2.0,0.0,1894.21,0.02,1322.16,Open
SO-001791,CUST-0208,2026-08-14,3582,1791,20,ACT-0044,200,4.0,0.0,278.62,0.035,191.13,Open
SO-002452,CUST-0165,2026-08-14,4903,2452,10,ACT-0024,200,13.0,0.0,3074.49,0.035,1998.42,Open
SO-002452,CUST-0165,2026-08-14,4904,2452,20,ACT-0035,100,22.0,0.0,3078.15,0.05,1963.86,Open
SO-003113,CUST-0122,2026-08-14,6225,3113,10,ACT-0015,100,55.0,0.0,1513.87,0.05,1074.85,Open
SO-003113,CUST-0122,2026-08-14,6226,3113,20,ACT-0026,200,2.0,0.0,2369.86,0.0,1654.16,Open
SO-004151,CUST-0008,2026-08-14,8301,4151,10,DRV-0033,100,4.0,0.0,1668.99,0.02,1124.9,Open
SO-004151,CUST-0008,2026-08-14,8302,4151,20,DRV-0044,200,9.0,0.0,330.88,0.035,219.04,Open
SO-006068,CUST-0197,2026-08-14,12135,6068,10,AFT-0060,300,2.0,0.0,566.5,0.05,381.82,Open
SO-006068,CUST-0197,2026-08-14,12136,6068,20,CTL-0011,300,4.0,0.0,4300.48,0.0,2846.92,Open
SO-006729,CUST-0154,2026-08-14,13457,6729,10,AFT-0051,300,13.0,0.0,2146.66,0.0,1343.81,Open
SO-006729,CUST-0154,2026-08-14,13458,6729,20,CTL-0002,300,22.0,0.0,1790.75,0.0,1099.52,Open
SO-007767,CUST-0040,2026-08-14,15533,7767,10,ACT-0039,100,33.0,0.0,1088.65,0.035,759.88,Open
SO-007767,CUST-0040,2026-08-14,15534,7767,20,ACT-0050,200,55.0,0.0,1554.88,0.05,1066.65,Open
SO-008428,CUST-0237,2026-08-14,16855,8428,10,ACT-0030,200,4.0,0.0,682.72,0.05,443.77,Open
SO-008428,CUST-0237,2026-08-14,16856,8428,20,ACT-0041,100,9.0,0.0,695.19,0.0,443.53,Open
SO-000282,CUST-0235,2026-08-15,563,282,10,ACT-0004,200,13.0,0.0,306.53,0.035,202.92,Open
SO-000282,CUST-0235,2026-08-15,564,282,20,ACT-0015,100,22.0,0.0,1653.62,0.05,1074.85,Open
SO-001981,CUST-0078,2026-08-15,3961,1981,10,DRV-0013,100,4.0,0.0,778.76,0.02,534.23,Open
SO-001981,CUST-0078,2026-08-15,3962,1981,20,DRV-0024,200,9.0,0.0,2411.9,0.035,1625.62,Open
SO-003898,CUST-0027,2026-08-15,7795,3898,10,AFT-0040,100,2.0,0.0,827.19,0.05,567.45,Open
SO-003898,CUST-0027,2026-08-15,7796,3898,20,AFT-0051,300,4.0,0.0,1993.78,0.0,1343.81,Open
SO-005597,CUST-0110,2026-08-15,11193,5597,10,ACT-0019,100,33.0,0.0,1759.24,0.035,1249.06,Open
SO-005597,CUST-0110,2026-08-15,11194,5597,20,ACT-0030,200,55.0,0.0,635.77,0.05,443.77,Open
SO-006258,CUST-0067,2026-08-15,12515,6258,10,ACT-0010,200,4.0,0.0,3373.67,0.05,2233.37,Open
SO-006258,CUST-0067,2026-08-15,12516,6258,20,ACT-0021,100,9.0,0.0,1427.88,0.0,928.12,Open
SO-009213,CUST-0142,2026-08-15,18425,9213,10,AFT-0055,100,9.0,0.0,449.5,0.05,281.39,Open
SO-009213,CUST-0142,2026-08-15,18426,9213,20,CTL-0006,300,13.0,0.0,2619.54,0.0,1608.4,Open
SO-009874,CUST-0099,2026-08-15,19747,9874,10,AFT-0046,100,33.0,0.0,968.15,0.0,664.15,Open
SO-009874,CUST-0099,2026-08-15,19748,9874,20,AFT-0057,300,55.0,0.0,917.8,0.0,618.6,Open
SO-002766,CUST-0223,2026-08-16,5531,2766,10,ACT-0008,200,9.0,0.0,344.09,0.02,227.79,Open
SO-002766,CUST-0223,2026-08-16,5532,2766,20,ACT-0019,100,13.0,0.0,1921.63,0.035,1249.06,Open
SO-003427,CUST-0180,2026-08-16,6853,3427,10,SYS-0029,100,33.0,0.0,1889.92,0.035,1160.41,Open
SO-003427,CUST-0180,2026-08-16,6854,3427,20,ACT-0010,200,55.0,0.0,3145.59,0.05,2233.37,Open
SO-004088,CUST-0137,2026-08-16,8175,4088,10,SYS-0020,300,4.0,0.0,5861.51,0.05,3950.66,Open
SO-004088,CUST-0137,2026-08-16,8176,4088,20,ACT-0001,100,9.0,0.0,3587.84,0.0,2375.15,Open
SO-005126,CUST-0023,2026-08-16,10251,5126,10,DRV-0008,200,13.0,0.0,407.62,0.02,260.06,Open
SO-005126,CUST-0023,2026-08-16,10252,5126,20,DRV-0019,100,22.0,0.0,2243.75,0.035,1404.59,Open
SO-007043,CUST-0212,2026-08-16,14085,7043,10,AFT-0035,100,9.0,0.0,3593.28,0.05,2292.51,Open
SO-007043,CUST-0212,2026-08-16,14086,7043,20,AFT-0046,100,13.0,0.0,1060.94,0.0,664.15,Open
SO-007704,CUST-0169,2026-08-16,15407,7704,10,AFT-0026,100,33.0,0.0,278.74,0.0,194.56,Open
SO-007704,CUST-0169,2026-08-16,15408,7704,20,AFT-0037,100,55.0,0.0,4485.93,0.0,3077.35,Open
SO-008742,CUST-0055,2026-08-16,17483,8742,10,ACT-0014,200,2.0,0.0,822.46,0.035,544.47,Open
SO-008742,CUST-0055,2026-08-16,17484,8742,20,ACT-0025,100,4.0,0.0,4301.83,0.05,2796.19,Open
SO-009403,CUST-0012,2026-08-16,18805,9403,10,ACT-0005,100,13.0,0.0,1285.29,0.05,789.17,Open
SO-009403,CUST-0012,2026-08-16,18806,9403,20,ACT-0016,200,22.0,0.0,305.97,0.0,217.24,Open
SO-000596,CUST-0053,2026-08-17,1191,596,10,SYS-0018,300,9.0,0.0,936.8,0.02,631.4,Open
SO-000596,CUST-0053,2026-08-17,1192,596,20,SYS-0029,100,13.0,0.0,1752.89,0.035,1160.41,Open
SO-001257,CUST-0010,2026-08-17,2513,1257,10,SYS-0009,100,33.0,0.0,878.71,0.035,550.07,Open
SO-001257,CUST-0010,2026-08-17,2514,1257,20,SYS-0020,300,55.0,0.0,6434.3,0.05,3950.66,Open
SO-002295,CUST-0136,2026-08-17,4589,2295,10,CTL-0037,300,2.0,0.0,6205.56,0.0,4331.48,Open
SO-002295,CUST-0136,2026-08-17,4590,2295,20,DRV-0008,200,4.0,0.0,379.1,0.02,260.06,Open
SO-002956,CUST-0093,2026-08-17,5911,2956,10,CTL-0028,300,13.0,0.0,3629.77,0.02,2359.35,Open
SO-002956,CUST-0093,2026-08-17,5912,2956,20,CTL-0039,300,22.0,0.0,2952.62,0.035,1883.77,Open
SO-004873,CUST-0042,2026-08-17,9745,4873,10,AFT-0015,300,9.0,0.0,1729.55,0.05,1124.21,Open
SO-004873,CUST-0042,2026-08-17,9746,4873,20,AFT-0026,100,13.0,0.0,304.95,0.0,194.56,Open
SO-005911,CUST-0168,2026-08-17,11821,5911,10,ACT-0003,100,22.0,0.0,3254.58,0.02,1998.31,Open
SO-005911,CUST-0168,2026-08-17,11822,5911,20,ACT-0014,200,33.0,0.0,766.86,0.035,544.47,Open
SO-006572,CUST-0125,2026-08-17,13143,6572,10,SYS-0024,300,2.0,0.0,8521.42,0.035,5743.44,Open
SO-006572,CUST-0125,2026-08-17,13144,6572,20,ACT-0005,100,4.0,0.0,1192.1,0.05,789.17,Open
SO-007233,CUST-0082,2026-08-17,14465,7233,10,SYS-0015,100,13.0,0.0,8790.03,0.05,5502.56,Open
SO-007233,CUST-0082,2026-08-17,14466,7233,20,SYS-0026,300,22.0,0.0,2282.92,0.0,1401.71,Open
SO-000125,CUST-0206,2026-08-18,249,125,10,CTL-0017,300,2.0,0.0,346.85,0.0,246.26,Open
SO-000125,CUST-0206,2026-08-18,250,125,20,CTL-0028,300,4.0,0.0,3380.16,0.02,2359.35,Open
SO-000786,CUST-0163,2026-08-18,1571,786,10,CTL-0008,300,13.0,0.0,1073.72,0.02,710.8,Open
SO-000786,CUST-0163,2026-08-18,1572,786,20,CTL-0019,300,22.0,0.0,1552.09,0.035,1008.86,Open
SO-003741,CUST-0238,2026-08-18,7481,3741,10,SYS-0013,100,22.0,0.0,1392.62,0.02,871.78,Open
SO-003741,CUST-0238,2026-08-18,7482,3741,20,SYS-0024,300,33.0,0.0,9354.14,0.035,5743.44,Open
SO-004402,CUST-0195,2026-08-18,8803,4402,10,SYS-0004,300,2.0,0.0,396.31,0.035,271.87,Open
SO-004402,CUST-0195,2026-08-18,8804,4402,20,SYS-0015,100,4.0,0.0,8164.04,0.05,5502.56,Open
SO-008018,CUST-0227,2026-08-18,16035,8018,10,AFT-0010,100,22.0,0.0,312.44,0.05,221.83,Open
SO-008018,CUST-0227,2026-08-18,16036,8018,20,AFT-0021,300,33.0,0.0,566.23,0.0,395.23,Open
SO-009717,CUST-0070,2026-08-18,19433,9717,10,SYS-0019,100,9.0,0.0,2872.41,0.035,1798.13,Open
SO-009717,CUST-0070,2026-08-18,19434,9717,20,SYS-0030,300,13.0,0.0,5388.97,0.05,3308.83,Open
SO-001571,CUST-0068,2026-08-19,3141,1571,10,DRV-0053,100,22.0,0.0,3912.1,0.02,2495.92,Open
SO-001571,CUST-0068,2026-08-19,3142,1571,20,SYS-0004,300,33.0,0.0,434.3,0.035,271.87,Open
SO-002232,CUST-0025,2026-08-19,4463,2232,10,DRV-0044,200,2.0,0.0,313.81,0.035,219.04,Open
SO-002232,CUST-0025,2026-08-19,4464,2232,20,DRV-0055,100,4.0,0.0,7872.35,0.05,5400.43,Open
SO-003270,CUST-0151,2026-08-19,6539,3270,10,CTL-0012,300,9.0,0.0,6771.42,0.0,4482.68,Open
SO-003270,CUST-0151,2026-08-19,6540,3270,20,CTL-0023,300,13.0,0.0,1912.51,0.02,1243.13,Open
SO-003931,CUST-0108,2026-08-19,7861,3931,10,CTL-0003,300,33.0,0.0,2882.98,0.02,1770.15,Open
SO-003931,CUST-0108,2026-08-19,7862,3931,20,CTL-0014,300,55.0,0.0,530.03,0.035,376.32,Open
SO-005848,CUST-0057,2026-08-19,11695,5848,10,ACT-0050,200,22.0,0.0,1737.21,0.05,1066.65,Open
SO-005848,CUST-0057,2026-08-19,11696,5848,20,AFT-0001,100,33.0,0.0,2429.85,0.0,1725.19,Open
SO-006886,CUST-0183,2026-08-19,13771,6886,10,SYS-0008,300,55.0,0.0,317.78,0.02,218.0,Open
SO-006886,CUST-0183,2026-08-19,13772,6886,20,SYS-0019,100,2.0,0.0,2667.85,0.035,1798.13,Open
SO-007547,CUST-0140,2026-08-19,15093,7547,10,DRV-0059,100,9.0,0.0,6404.81,0.035,4086.27,Open
SO-007547,CUST-0140,2026-08-19,15094,7547,20,SYS-0010,300,13.0,0.0,1625.48,0.05,1017.55,Open
SO-000439,CUST-0024,2026-08-20,877,439,10,CTL-0001,300,55.0,0.0,3544.43,0.0,2176.28,Open
SO-000439,CUST-0024,2026-08-20,878,439,20,CTL-0012,300,2.0,0.0,6313.63,0.0,4482.68,Open
SO-001100,CUST-0221,2026-08-20,2199,1100,10,AFT-0052,100,9.0,0.0,468.28,0.0,315.62,Open
SO-001100,CUST-0221,2026-08-20,2200,1100,20,CTL-0003,300,13.0,0.0,2673.94,0.02,1770.15,Open
SO-001761,CUST-0178,2026-08-20,3521,1761,10,AFT-0043,100,33.0,0.0,1120.96,0.02,701.72,Open
SO-001761,CUST-0178,2026-08-20,3522,1761,20,AFT-0054,300,55.0,0.0,453.91,0.035,278.7,Open
SO-004716,CUST-0013,2026-08-20,9431,4716,10,DRV-0048,200,55.0,0.0,1312.39,0.02,916.05,Open
SO-004716,CUST-0013,2026-08-20,9432,4716,20,DRV-0059,100,2.0,0.0,5956.66,0.035,4086.27,Open
SO-005377,CUST-0210,2026-08-20,10753,5377,10,DRV-0039,100,9.0,0.0,592.71,0.035,385.26,Open
SO-005377,CUST-0210,2026-08-20,10754,5377,20,DRV-0050,200,13.0,0.0,4917.38,0.05,3137.29,Open
SO-006415,CUST-0096,2026-08-20,12829,6415,10,CTL-0007,300,22.0,0.0,3594.43,0.0,2206.98,Open
SO-006415,CUST-0096,2026-08-20,12830,6415,20,CTL-0018,300,33.0,0.0,964.87,0.02,685.06,Open
SO-008993,CUST-0002,2026-08-20,17985,8993,10,ACT-0045,100,55.0,0.0,462.88,0.05,311.98,Open
SO-008993,CUST-0002,2026-08-20,17986,8993,20,ACT-0056,200,2.0,0.0,934.41,0.0,618.58,Open
SO-002546,CUST-0083,2026-08-21,5091,2546,10,DRV-0028,200,55.0,0.0,3322.1,0.02,2358.69,Open
SO-002546,CUST-0083,2026-08-21,5092,2546,20,DRV-0039,100,2.0,0.0,551.95,0.035,385.26,Open
SO-004245,CUST-0166,2026-08-21,8489,4245,10,AFT-0047,100,22.0,0.0,2997.54,0.0,1876.46,Open
SO-004245,CUST-0166,2026-08-21,8490,4245,20,AFT-0058,100,33.0,0.0,404.87,0.02,248.59,Open
SO-007861,CUST-0198,2026-08-21,15721,7861,10,DRV-0043,100,4.0,0.0,894.89,0.02,581.68,Open
SO-007861,CUST-0198,2026-08-21,15722,7861,20,DRV-0054,200,9.0,0.0,3744.62,0.035,2389.07,Open
SO-008522,CUST-0155,2026-08-21,17043,8522,10,DRV-0034,200,22.0,0.0,597.17,0.035,423.99,Open
SO-008522,CUST-0155,2026-08-21,17044,8522,20,DRV-0045,100,33.0,0.0,542.69,0.05,378.8,Open
SO-001414,CUST-0039,2026-08-22,2827,1414,10,AFT-0036,300,4.0,0.0,1385.74,0.0,950.62,Open
