id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
47336,2026-01-28,Production Issue,SA-0069,100,100-RM,100-RM-03,,-31.3075,448.02,Production Order,MO-008130,Available,,-14026.38615
47337,2026-01-28,Production Issue,RM-0017,100,100-RM,100-RM-04,,-8.1043,25.07,Production Order,MO-008130,Available,,-203.174801
47338,2026-01-28,Production Issue,RM-0040,100,100-RM,100-RM-05,,-16.162,18.52,Production Order,MO-008130,Available,,-299.32023999999996
47960,2026-01-28,Production Receipt,SYS-0010,300,300-FG,300-FG-03,,17.73,1017.55,Production Order,MO-008237,Available,,18041.1615
50769,2026-01-28,Production Issue,PC-0097,300,300-RM,300-RM-02,,-79.0398,57.73,Production Order,MO-008719,Available,,-4562.967654
50770,2026-01-28,Production Issue,SA-0059,300,300-RM,300-RM-03,,-120.7206,464.45,Production Order,MO-008719,Available,,-56068.68267
50771,2026-01-28,Production Issue,RM-0020,300,300-RM,300-RM-04,,-152.5423,27.52,Production Order,MO-008719,Available,,-4197.964096000001
50772,2026-01-28,Production Issue,RM-0043,300,300-RM,300-RM-05,,-44.6762,20.98,Production Order,MO-008719,Available,,-937.306676
50773,2026-01-28,Production Issue,RM-0066,300,300-RM,300-RM-01,,-80.325,14.43,Production Order,MO-008719,Available,,-1159.08975
51396,2026-01-28,Production Receipt,SA-0013,200,200-FG,200-FG-02,,6.86,342.79,Production Order,MO-008826,Available,,2351.5394
54196,2026-01-28,Production Issue,RM-0049,300,300-RM,300-RM-02,,-17.1541,25.89,Production Order,MO-009308,Available,,-444.119649
54197,2026-01-28,Production Issue,RM-0072,300,300-RM,300-RM-03,,-30.7969,19.34,Production Order,MO-009308,Available,,-595.612046
54198,2026-01-28,Production Issue,RM-0095,300,300-RM,300-RM-04,,-48.0184,12.8,Production Order,MO-009308,Available,,-614.63552
54199,2026-01-28,Production Issue,RM-0118,300,300-RM,300-RM-05,,-60.6272,31.61,Production Order,MO-009308,Available,,-1916.425792
54200,2026-01-28,Production Issue,RM-0141,300,300-RM,300-RM-01,,-17.4243,25.07,Production Order,MO-009308,Available,,-436.827201
54201,2026-01-28,Production Issue,PC-0014,300,300-RM,300-RM-02,,-31.306,90.46,Production Order,MO-009308,Available,,-2831.94076
54827,2026-01-28,Production Receipt,DRV-0006,200,200-FG,200-FG-01,,34.125,1777.77,Production Order,MO-009415,Available,,60666.40125
57620,2026-01-28,Production Issue,RM-0054,100,100-RM,100-RM-02,,-15.6068,29.98,Production Order,MO-009897,Available,,-467.891864
57621,2026-01-28,Production Issue,RM-0077,100,100-RM,100-RM-03,,-2.01,23.43,Production Order,MO-009897,Available,,-47.0943
57622,2026-01-28,Production Issue,RM-0100,100,100-RM,100-RM-04,,-6.6127,16.89,Production Order,MO-009897,Available,,-111.68850300000001
57623,2026-01-28,Production Issue,RM-0123,100,100-RM,100-RM-05,,-10.6404,35.71,Production Order,MO-009897,Available,,-379.968684
57624,2026-01-28,Production Issue,RM-0146,100,100-RM,100-RM-01,,-14.2963,29.16,Production Order,MO-009897,Available,,-416.880108
58249,2026-01-28,Production Receipt,ACT-0039,100,100-FG,100-FG-05,,13.93,759.87,Production Order,MO-010004,Available,,10584.9891
61056,2026-01-28,Production Issue,PC-0037,100,100-RM,100-RM-02,,-71.4081,64.28,Production Order,MO-010486,Available,,-4590.112668000001
61057,2026-01-28,Production Issue,PC-0060,100,100-RM,100-RM-03,,-106.5251,139.55,Production Order,MO-010486,Available,,-14865.577705
61058,2026-01-28,Production Issue,PC-0083,100,100-RM,100-RM-04,,-13.9826,113.37,Production Order,MO-010486,Available,,-1585.207362
61059,2026-01-28,Production Issue,SA-0018,100,100-RM,100-RM-05,,-46.0387,879.97,Production Order,MO-010486,Available,,-40512.674839
61060,2026-01-28,Production Issue,RM-0011,100,100-RM,100-RM-01,,-72.5787,20.16,Production Order,MO-010486,Available,,-1463.186592
61061,2026-01-28,Production Issue,RM-0034,100,100-RM,100-RM-02,,-108.1767,13.61,Production Order,MO-010486,Available,,-1472.2848869999998
61678,2026-01-28,Production Receipt,AFT-0002,100,100-FG,100-FG-04,LOT-2601-010593,3.96,1635.2,Production Order,MO-010593,Available,,6475.392
64488,2026-01-28,Production Issue,PC-0061,300,300-RM,300-RM-02,,-12.6242,142.82,Production Order,MO-011075,Available,,-1802.988244
64489,2026-01-28,Production Issue,PC-0084,300,300-RM,300-RM-03,,-20.2675,116.64,Production Order,MO-011075,Available,,-2364.0011999999997
64490,2026-01-28,Production Issue,SA-0020,300,300-RM,300-RM-04,,-30.2605,391.58,Production Order,MO-011075,Available,,-11849.40659
65119,2026-01-28,Production Receipt,SA-0035,300,300-FG,300-FG-03,,27.58,1263.81,Production Order,MO-011182,Available,,34855.879799999995
67912,2026-01-28,Production Issue,RM-0097,200,200-RM,200-RM-02,,-12.5424,14.43,Production Order,MO-011664,Available,,-180.986832
67913,2026-01-28,Production Issue,RM-0120,200,200-RM,200-RM-03,,-2.5549,33.25,Production Order,MO-011664,Available,,-84.950425
67914,2026-01-28,Production Issue,RM-0143,200,200-RM,200-RM-04,,-6.0632,26.71,Production Order,MO-011664,Available,,-161.948072
67915,2026-01-28,Production Issue,PC-0016,200,200-RM,200-RM-05,,-9.027,97.0,Production Order,MO-011664,Available,,-875.6189999999999
67916,2026-01-28,Production Issue,PC-0039,200,200-RM,200-RM-01,,-12.7354,70.82,Production Order,MO-011664,Available,,-901.921028
67917,2026-01-28,Production Issue,PC-0062,200,200-RM,200-RM-02,,-2.5961,44.64,Production Order,MO-011664,Available,,-115.889904
68543,2026-01-28,Production Receipt,DRV-0028,200,200-FG,200-FG-02,,7.84,2358.69,Production Order,MO-011771,Available,,18492.1296
71350,2026-01-28,Production Issue,RM-0073,200,200-RM,200-RM-02,,-51.9148,20.16,Production Order,MO-012253,Available,,-1046.602368
71351,2026-01-28,Production Issue,RM-0096,200,200-RM,200-RM-03,,-74.8339,13.61,Production Order,MO-012253,Available,,-1018.489379
71352,2026-01-28,Production Issue,RM-0119,200,200-RM,200-RM-04,,-15.2315,32.43,Production Order,MO-012253,Available,,-493.95754500000004
71965,2026-01-28,Production Receipt,CTL-0001,300,300-FG,300-FG-01,,2.925,2176.29,Production Order,MO-012360,Available,,6365.648249999999
74775,2026-01-28,Production Issue,RM-0064,100,100-RM,100-RM-02,,-13.4995,12.8,Production Order,MO-012842,Available,,-172.7936
74776,2026-01-28,Production Issue,RM-0087,100,100-RM,100-RM-03,,-22.2425,31.61,Production Order,MO-012842,Available,,-703.085425
74777,2026-01-28,Production Issue,RM-0110,100,100-RM,100-RM-04,,-28.3651,25.07,Production Order,MO-012842,Available,,-711.113057
74778,2026-01-28,Production Issue,RM-0133,100,100-RM,100-RM-05,,-5.7691,18.52,Production Order,MO-012842,Available,,-106.84373199999999
75406,2026-01-28,Production Receipt,AFT-0024,300,300-FG,300-FG-05,,17.91,584.52,Production Order,MO-012949,Available,,10468.7532
78199,2026-01-28,Production Issue,RM-0055,100,100-RM,100-RM-02,,-31.316,30.8,Production Order,MO-013431,Available,,-964.5328
78200,2026-01-28,Production Issue,RM-0078,100,100-RM,100-RM-03,,-65.7632,24.25,Production Order,MO-013431,Available,,-1594.7576
78201,2026-01-28,Production Issue,RM-0101,100,100-RM,100-RM-04,,-108.4538,17.71,Production Order,MO-013431,Available,,-1920.7167980000002
78202,2026-01-28,Production Issue,RM-0124,100,100-RM,100-RM-05,,-140.9632,11.16,Production Order,MO-013431,Available,,-1573.149312
78203,2026-01-28,Production Issue,RM-0147,100,100-RM,100-RM-01,,-31.8016,29.98,Production Order,MO-013431,Available,,-953.411968
78832,2026-01-28,Production Receipt,SA-0057,100,100-FG,100-FG-04,,6.93,231.94,Production Order,MO-013538,Available,,1607.3442
81637,2026-01-28,Production Issue,PC-0071,300,300-RM,300-RM-02,,-45.0173,74.09,Production Order,MO-014020,Available,,-3335.331757
81638,2026-01-28,Production Issue,PC-0094,300,300-RM,300-RM-03,,-63.1119,47.91,Production Order,MO-014020,Available,,-3023.691129
81639,2026-01-28,Production Issue,RM-0017,300,300-RM,300-RM-04,,-16.3437,25.07,Production Order,MO-014020,Available,,-409.73655899999994
81640,2026-01-28,Production Issue,RM-0040,300,300-RM,300-RM-05,,-32.5786,18.52,Production Order,MO-014020,Available,,-603.355672
82259,2026-01-28,Production Receipt,DRV-0050,200,200-FG,200-FG-03,,34.475,3137.3,Production Order,MO-014127,Available,,108158.41750000001
85065,2026-01-28,Production Issue,RM-0046,200,200-RM,200-RM-02,,-9.1066,23.43,Production Order,MO-014609,Available,,-213.367638
85066,2026-01-28,Production Issue,RM-0069,200,200-RM,200-RM-03,,-13.9028,16.89,Production Order,MO-014609,Available,,-234.81829199999999
85067,2026-01-28,Production Issue,RM-0092,200,200-RM,200-RM-04,,-17.574,35.71,Production Order,MO-014609,Available,,-627.5675400000001
85068,2026-01-28,Production Issue,RM-0115,200,200-RM,200-RM-05,,-5.1448,29.16,Production Order,MO-014609,Available,,-150.022368
85069,2026-01-28,Production Issue,RM-0138,200,200-RM,200-RM-01,,-9.2534,22.61,Production Order,MO-014609,Available,,-209.219374
85698,2026-01-28,Production Receipt,CTL-0023,300,300-FG,300-FG-02,,13.72,1243.13,Production Order,MO-014716,Available,,17055.7436
88485,2026-01-28,Production Issue,SA-0017,300,300-RM,300-RM-02,,-34.5784,320.23,Production Order,MO-015198,Available,,-11073.041032000001
88486,2026-01-28,Production Issue,SA-0086,300,300-RM,300-RM-03,,-62.1029,582.55,Production Order,MO-015198,Available,,-36178.044395
88487,2026-01-28,Production Issue,RM-0023,300,300-RM,300-RM-04,,-96.7872,29.98,Production Order,MO-015198,Available,,-2901.680256
88488,2026-01-28,Production Issue,RM-0046,300,300-RM,300-RM-05,,-122.2482,23.43,Production Order,MO-015198,Available,,-2864.275326
88489,2026-01-28,Production Issue,RM-0069,300,300-RM,300-RM-01,,-35.1187,16.89,Production Order,MO-015198,Available,,-593.1548429999999
88490,2026-01-28,Production Issue,RM-0092,300,300-RM,300-RM-02,,-63.121,35.71,Production Order,MO-015198,Available,,-2254.05091
89114,2026-01-28,Production Receipt,AFT-0046,100,100-FG,100-FG-01,,3.9,664.14,Production Order,MO-015305,Available,,2590.1459999999997
91917,2026-01-28,Production Issue,RM-0004,300,300-RM,300-RM-02,,-37.1163,14.43,Production Order,MO-015787,Available,,-535.588209
91918,2026-01-28,Production Issue,RM-0027,300,300-RM,300-RM-03,,-9.822,33.25,Production Order,MO-015787,Available,,-326.58149999999995
91919,2026-01-28,Production Issue,RM-0050,300,300-RM,300-RM-04,,-17.6256,26.71,Production Order,MO-015787,Available,,-470.77977599999997
92548,2026-01-28,Production Receipt,SA-0079,200,200-FG,200-FG-05,LOT-2601-015894,27.86,1240.96,Production Order,MO-015894,Available,,34573.1456
95354,2026-01-28,Production Issue,RM-0095,100,100-RM,100-RM-02,,-7.7136,12.8,Production Order,MO-016376,Available,,-98.73408
95355,2026-01-28,Production Issue,RM-0118,100,100-RM,100-RM-03,,-11.5019,31.61,Production Order,MO-016376,Available,,-363.57505899999995
95356,2026-01-28,Production Issue,RM-0141,100,100-RM,100-RM-04,,-1.5103,25.07,Production Order,MO-016376,Available,,-37.863221
95357,2026-01-28,Production Issue,PC-0014,100,100-RM,100-RM-05,,-4.9707,90.46,Production Order,MO-016376,Available,,-449.64952199999993
95358,2026-01-28,Production Issue,PC-0037,100,100-RM,100-RM-01,,-7.839,64.28,Production Order,MO-016376,Available,,-503.89092000000005
95359,2026-01-28,Production Issue,PC-0060,100,100-RM,100-RM-02,,-11.6788,139.55,Production Order,MO-016376,Available,,-1629.7765400000003
95977,2026-01-28,Production Receipt,ACT-0012,200,200-FG,200-FG-04,,7.92,310.46,Production Order,MO-016483,Available,,2458.8432
98778,2026-01-28,Production Issue,PC-0096,200,200-RM,200-RM-02,,-28.6299,54.46,Production Order,MO-016965,Available,,-1559.184354
98779,2026-01-28,Production Issue,SA-0055,200,200-RM,200-RM-03,,-45.9819,1052.06,Production Order,MO-016965,Available,,-48375.717714
98780,2026-01-28,Production Issue,RM-0022,200,200-RM,200-RM-04,,-68.6223,29.16,Production Order,MO-016965,Available,,-2001.0262679999998
99407,2026-01-28,Production Receipt,SYS-0005,100,100-FG,100-FG-03,,2.955,295.22,Production Order,MO-017072,Available,,872.3751000000001
102212,2026-01-28,Production Issue,PC-0087,300,300-RM,300-RM-02,,-3.723,126.46,Production Order,MO-017554,Available,,-470.81057999999996
102213,2026-01-28,Production Issue,SA-0029,300,300-RM,300-RM-03,,-11.067,315.74,Production Order,MO-017554,Available,,-3494.29458
102214,2026-01-28,Production Issue,RM-0015,300,300-RM,300-RM-04,,-19.3153,23.43,Production Order,MO-017554,Available,,-452.557479
102215,2026-01-28,Production Issue,RM-0038,300,300-RM,300-RM-05,,-26.0119,16.89,Production Order,MO-017554,Available,,-439.34099100000003
102840,2026-01-28,Production Receipt,SA-0008,300,300-FG,300-FG-02,,17.64,758.65,Production Order,MO-017661,Available,,13382.586
105646,2026-01-28,Production Issue,RM-0008,100,100-RM,100-RM-02,,-127.1777,17.71,Production Order,MO-018143,Available,,-2252.317067
105647,2026-01-28,Production Issue,RM-0031,100,100-RM,100-RM-03,,-18.1503,11.16,Production Order,MO-018143,Available,,-202.55734800000002
105648,2026-01-28,Production Issue,RM-0054,100,100-RM,100-RM-04,,-53.9158,29.98,Production Order,MO-018143,Available,,-1616.3956839999998
105649,2026-01-28,Production Issue,RM-0077,100,100-RM,100-RM-05,,-96.0596,23.43,Production Order,MO-018143,Available,,-2250.676428
105650,2026-01-28,Production Issue,RM-0100,100,100-RM,100-RM-01,,-129.2626,16.89,Production Order,MO-018143,Available,,-2183.245314
106271,2026-01-28,Production Receipt,DRV-0001,100,100-FG,100-FG-01,,6.825,1077.99,Production Order,MO-018250,Available,,7357.28175
109062,2026-01-28,Production Issue,PC-0069,200,200-RM,200-RM-02,,-27.215,67.55,Production Order,MO-018732,Available,,-1838.3732499999999
109063,2026-01-28,Production Issue,PC-0092,200,200-RM,200-RM-03,,-40.441,142.82,Production Order,MO-018732,Available,,-5775.78362
109064,2026-01-28,Production Issue,RM-0015,200,200-RM,200-RM-04,,-57.1805,23.43,Production Order,MO-018732,Available,,-1339.739115
109065,2026-01-28,Production Issue,RM-0038,200,200-RM,200-RM-05,,-11.6344,16.89,Production Order,MO-018732,Available,,-196.50501599999998
109697,2026-01-28,Production Receipt,ACT-0034,200,200-FG,200-FG-05,,34.825,338.7,Production Order,MO-018839,Available,,11795.2275
112502,2026-01-28,Production Issue,RM-0135,200,200-RM,200-RM-02,,-3.6067,20.16,Production Order,MO-019321,Available,,-72.711072
112503,2026-01-28,Production Issue,PC-0008,200,200-RM,200-RM-03,,-7.5769,70.82,Production Order,MO-019321,Available,,-536.596058
112504,2026-01-28,Production Issue,PC-0031,200,200-RM,200-RM-04,,-12.4901,44.64,Production Order,MO-019321,Available,,-557.5580640000001
112505,2026-01-28,Production Issue,PC-0054,200,200-RM,200-RM-05,,-16.24,119.91,Production Order,MO-019321,Available,,-1947.3383999999999
112506,2026-01-28,Production Issue,PC-0077,200,200-RM,200-RM-01,,-3.6622,93.73,Production Order,MO-019321,Available,,-343.258006
113123,2026-01-28,Production Receipt,SYS-0027,100,100-FG,100-FG-04,,13.86,1000.55,Production Order,MO-019428,Available,,13867.623
115929,2026-01-28,Production Issue,RM-0126,100,100-RM,100-RM-02,,-108.9581,12.8,Production Order,MO-019910,Available,,-1394.66368
115930,2026-01-28,Production Issue,RM-0149,100,100-RM,100-RM-03,,-24.6149,31.61,Production Order,MO-019910,Available,,-778.0769889999999
115931,2026-01-28,Production Issue,PC-0022,100,100-RM,100-RM-04,,-52.702,116.64,Production Order,MO-019910,Available,,-6147.16128
115932,2026-01-28,Production Issue,PC-0045,100,100-RM,100-RM-05,,-86.9481,90.46,Production Order,MO-019910,Available,,-7865.325125999999
115933,2026-01-28,Production Issue,PC-0068,100,100-RM,100-RM-01,,-110.759,64.28,Production Order,MO-019910,Available,,-7119.58852
115934,2026-01-28,Production Issue,PC-0091,100,100-RM,100-RM-02,,-24.9995,139.55,Production Order,MO-019910,Available,,-3488.6802250000005
116562,2026-01-28,Production Receipt,SA-0030,100,100-FG,100-FG-03,,3.94,372.72,Production Order,MO-020017,Available,,1468.5168
119353,2026-01-28,Production Issue,RM-0012,300,300-RM,300-RM-02,,-18.36,20.98,Production Order,MO-020499,Available,,-385.1928
119354,2026-01-28,Production Issue,RM-0035,300,300-RM,300-RM-03,,-28.0178,14.43,Production Order,MO-020499,Available,,-404.296854
119355,2026-01-28,Production Issue,RM-0058,300,300-RM,300-RM-04,,-35.4292,33.25,Production Order,MO-020499,Available,,-1178.0209
119356,2026-01-28,Production Issue,RM-0081,300,300-RM,300-RM-05,,-9.3542,26.71,Production Order,MO-020499,Available,,-249.85068200000003
119357,2026-01-28,Production Issue,RM-0104,300,300-RM,300-RM-01,,-18.6538,20.16,Production Order,MO-020499,Available,,-376.060608
119986,2026-01-28,Production Receipt,DRV-0023,100,100-FG,100-FG-02,,27.44,1456.75,Production Order,MO-020606,Available,,39973.22
122791,2026-01-28,Production Issue,SA-0009,100,100-RM,100-RM-02,,-3.7338,743.65,Production Order,MO-021088,Available,,-2776.64037
122792,2026-01-28,Production Issue,RM-0011,100,100-RM,100-RM-03,,-6.7084,20.16,Production Order,MO-021088,Available,,-135.241344
122793,2026-01-28,Production Issue,RM-0034,100,100-RM,100-RM-04,,-10.4504,13.61,Production Order,MO-021088,Available,,-142.229944
122794,2026-01-28,Production Issue,RM-0057,100,100-RM,100-RM-05,,-13.2045,32.43,Production Order,MO-021088,Available,,-428.221935
122795,2026-01-28,Production Issue,RM-0080,100,100-RM,100-RM-01,,-3.7917,25.89,Production Order,MO-021088,Available,,-98.167113
122796,2026-01-28,Production Issue,RM-0103,100,100-RM,100-RM-02,,-6.8175,19.34,Production Order,MO-021088,Available,,-131.85045
123409,2026-01-28,Production Receipt,ACT-0056,200,200-FG,200-FG-01,LOT-2601-021195,7.8,618.58,Production Order,MO-021195,Available,,4824.924
126221,2026-01-28,Production Issue,RM-0064,200,200-RM,200-RM-02,,-75.9197,12.8,Production Order,MO-021677,Available,,-971.7721600000001
126222,2026-01-28,Production Issue,RM-0087,200,200-RM,200-RM-03,,-22.2748,31.61,Production Order,MO-021677,Available,,-704.1064279999999
126223,2026-01-28,Production Issue,RM-0110,200,200-RM,200-RM-04,,-39.9881,25.07,Production Order,MO-021677,Available,,-1002.5016670000001
126848,2026-01-28,Production Receipt,AFT-0019,100,100-FG,100-FG-05,,2.985,769.7,Production Order,MO-021784,Available,,2297.5545
129645,2026-01-28,Production Issue,SA-0035,300,300-RM,300-RM-02,,-23.2589,1263.81,Production Order,MO-022266,Available,,-29394.830409
129646,2026-01-28,Production Issue,RM-0006,300,300-RM,300-RM-03,,-32.5498,16.07,Production Order,MO-022266,Available,,-523.075286
129647,2026-01-28,Production Issue,RM-0029,300,300-RM,300-RM-04,,-8.442,34.89,Production Order,MO-022266,Available,,-294.54138
129648,2026-01-28,Production Issue,RM-0052,300,300-RM,300-RM-05,,-16.7983,28.34,Production Order,MO-022266,Available,,-476.063822
130276,2026-01-28,Production Receipt,SA-0052,200,200-FG,200-FG-04,,17.82,514.68,Production Order,MO-022373,Available,,9171.5976
133083,2026-01-28,Production Issue,RM-0136,100,100-RM,100-RM-02,,-56.1075,20.98,Production Order,MO-022855,Available,,-1177.13535
133084,2026-01-28,Production Issue,PC-0009,100,100-RM,100-RM-03,,-90.1482,74.09,Production Order,MO-022855,Available,,-6679.080138
133085,2026-01-28,Production Issue,PC-0032,100,100-RM,100-RM-04,,-134.4748,47.91,Production Order,MO-022855,Available,,-6442.687667999999
133706,2026-01-28,Production Receipt,DRV-0045,100,100-FG,100-FG-03,,6.895,378.81,Production Order,MO-022962,Available,,2611.89495
136516,2026-01-28,Production Issue,SA-0021,100,100-RM,100-RM-02,,-7.5029,945.02,Production Order,MO-023444,Available,,-7090.390558
136517,2026-01-28,Production Issue,SA-0090,100,100-RM,100-RM-03,,-22.3111,592.12,Production Order,MO-023444,Available,,-13210.848532
136518,2026-01-28,Production Issue,RM-0023,100,100-RM,100-RM-04,,-35.1187,29.98,Production Order,MO-023444,Available,,-1052.858626
136519,2026-01-28,Production Issue,RM-0046,100,100-RM,100-RM-05,,-52.4368,23.43,Production Order,MO-023444,Available,,-1228.594224
