item_id,site_code,planner_code,buyer_code,lead_time_days,safety_stock,reorder_point,min_order_qty,order_multiple,standard_material_cost,standard_labor_cost,standard_variable_overhead,standard_fixed_overhead,standard_outside_processing,standard_cost_effective_date
RM-0091,100,PLN-100-04,BUY-08,60,7.75,9.0,2.0,5.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0091,200,PLN-200-04,BUY-08,60,7.75,9.0,2.0,5.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0091,300,PLN-300-04,BUY-08,60,7.75,9.0,2.0,5.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0091,400,PLN-400-04,BUY-08,60,7.75,9.0,2.0,5.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0092,100,PLN-100-05,BUY-09,8,19.0,20.5,5.0,10.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0092,200,PLN-200-05,BUY-09,8,19.0,20.5,5.0,10.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0092,300,PLN-300-05,BUY-09,8,19.0,20.5,5.0,10.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0092,400,PLN-400-05,BUY-09,8,19.0,20.5,5.0,10.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0093,100,PLN-100-06,BUY-10,11,45.0,46.0,10.0,20.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0093,200,PLN-200-06,BUY-10,11,45.0,46.0,10.0,20.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0093,300,PLN-300-06,BUY-10,11,45.0,46.0,10.0,20.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0093,400,PLN-400-06,BUY-10,11,45.0,46.0,10.0,20.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0094,100,PLN-100-07,BUY-11,14,130.0,127.5,25.0,50.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0094,200,PLN-200-07,BUY-11,14,130.0,127.5,25.0,50.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0094,300,PLN-300-07,BUY-11,14,130.0,127.5,25.0,50.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0094,400,PLN-400-07,BUY-11,14,130.0,127.5,25.0,50.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0095,100,PLN-100-08,BUY-12,17,120.0,280.0,50.0,100.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0095,200,PLN-200-08,BUY-12,17,120.0,280.0,50.0,100.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0095,300,PLN-300-08,BUY-12,17,120.0,280.0,50.0,100.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0095,400,PLN-400-08,BUY-12,17,120.0,280.0,50.0,100.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0096,100,PLN-100-01,BUY-01,20,1.55,3.05,1.0,1.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0096,200,PLN-200-01,BUY-01,20,1.55,3.05,1.0,1.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0096,300,PLN-300-01,BUY-01,20,1.55,3.05,1.0,1.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0096,400,PLN-400-01,BUY-01,20,1.55,3.05,1.0,1.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0097,100,PLN-100-02,BUY-02,23,9.5,16.5,2.0,5.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0097,200,PLN-200-02,BUY-02,23,9.5,16.5,2.0,5.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0097,300,PLN-300-02,BUY-02,23,9.5,16.5,2.0,5.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0097,400,PLN-400-02,BUY-02,23,9.5,16.5,2.0,5.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0098,100,PLN-100-03,BUY-03,26,22.5,18.0,5.0,10.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0098,200,PLN-200-03,BUY-03,26,22.5,18.0,5.0,10.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0098,300,PLN-300-03,BUY-03,26,22.5,18.0,5.0,10.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0098,400,PLN-400-03,BUY-03,26,22.5,18.0,5.0,10.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0099,100,PLN-100-04,BUY-04,29,52.0,41.0,10.0,20.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0099,200,PLN-200-04,BUY-04,29,52.0,41.0,10.0,20.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0099,300,PLN-300-04,BUY-04,29,52.0,41.0,10.0,20.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0099,400,PLN-400-04,BUY-04,29,52.0,41.0,10.0,20.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0100,100,PLN-100-05,BUY-05,32,60.0,115.0,25.0,50.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0100,200,PLN-200-05,BUY-05,32,60.0,115.0,25.0,50.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0100,300,PLN-300-05,BUY-05,32,60.0,115.0,25.0,50.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0100,400,PLN-400-05,BUY-05,32,60.0,115.0,25.0,50.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0101,100,PLN-100-06,BUY-06,35,155.0,255.0,50.0,100.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0101,200,PLN-200-06,BUY-06,35,155.0,255.0,50.0,100.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0101,300,PLN-300-06,BUY-06,35,155.0,255.0,50.0,100.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0101,400,PLN-400-06,BUY-06,35,155.0,255.0,50.0,100.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0102,100,PLN-100-07,BUY-07,38,1.9,2.8,1.0,1.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0102,200,PLN-200-07,BUY-07,38,1.9,2.8,1.0,1.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0102,300,PLN-300-07,BUY-07,38,1.9,2.8,1.0,1.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0102,400,PLN-400-07,BUY-07,38,1.9,2.8,1.0,1.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0103,100,PLN-100-08,BUY-08,41,11.25,15.25,2.0,5.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0103,200,PLN-200-08,BUY-08,41,11.25,15.25,2.0,5.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0103,300,PLN-300-08,BUY-08,41,11.25,15.25,2.0,5.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0103,400,PLN-400-08,BUY-08,41,11.25,15.25,2.0,5.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0104,100,PLN-100-01,BUY-09,44,26.0,33.0,5.0,10.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0104,200,PLN-200-01,BUY-09,44,26.0,33.0,5.0,10.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0104,300,PLN-300-01,BUY-09,44,26.0,33.0,5.0,10.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0104,400,PLN-400-01,BUY-09,44,26.0,33.0,5.0,10.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0105,100,PLN-100-02,BUY-10,47,24.0,36.0,10.0,20.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0105,200,PLN-200-02,BUY-10,47,24.0,36.0,10.0,20.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0105,300,PLN-300-02,BUY-10,47,24.0,36.0,10.0,20.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0105,400,PLN-400-02,BUY-10,47,24.0,36.0,10.0,20.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0106,100,PLN-100-03,BUY-11,50,77.5,102.5,25.0,50.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0106,200,PLN-200-03,BUY-11,50,77.5,102.5,25.0,50.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0106,300,PLN-300-03,BUY-11,50,77.5,102.5,25.0,50.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0106,400,PLN-400-03,BUY-11,50,77.5,102.5,25.0,50.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0107,100,PLN-100-04,BUY-12,53,190.0,230.0,50.0,100.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0107,200,PLN-200-04,BUY-12,53,190.0,230.0,50.0,100.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0107,300,PLN-300-04,BUY-12,53,190.0,230.0,50.0,100.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0107,400,PLN-400-04,BUY-12,53,190.0,230.0,50.0,100.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0108,100,PLN-100-05,BUY-01,56,2.25,2.55,1.0,1.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0108,200,PLN-200-05,BUY-01,56,2.25,2.55,1.0,1.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0108,300,PLN-300-05,BUY-01,56,2.25,2.55,1.0,1.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0108,400,PLN-400-05,BUY-01,56,2.25,2.55,1.0,1.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0109,100,PLN-100-06,BUY-02,59,13.0,14.0,2.0,5.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0109,200,PLN-200-06,BUY-02,59,13.0,14.0,2.0,5.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0109,300,PLN-300-06,BUY-02,59,13.0,14.0,2.0,5.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0109,400,PLN-400-06,BUY-02,59,13.0,14.0,2.0,5.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0110,100,PLN-100-07,BUY-03,7,12.0,30.5,5.0,10.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0110,200,PLN-200-07,BUY-03,7,12.0,30.5,5.0,10.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0110,300,PLN-300-07,BUY-03,7,12.0,30.5,5.0,10.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0110,400,PLN-400-07,BUY-03,7,12.0,30.5,5.0,10.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0111,100,PLN-100-08,BUY-04,10,31.0,66.0,10.0,20.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0111,200,PLN-200-08,BUY-04,10,31.0,66.0,10.0,20.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0111,300,PLN-300-08,BUY-04,10,31.0,66.0,10.0,20.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0111,400,PLN-400-08,BUY-04,10,31.0,66.0,10.0,20.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0112,100,PLN-100-01,BUY-05,13,95.0,90.0,25.0,50.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0112,200,PLN-200-01,BUY-05,13,95.0,90.0,25.0,50.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0112,300,PLN-300-01,BUY-05,13,95.0,90.0,25.0,50.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0112,400,PLN-400-01,BUY-05,13,95.0,90.0,25.0,50.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0113,100,PLN-100-02,BUY-06,16,225.0,205.0,50.0,100.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0113,200,PLN-200-02,BUY-06,16,225.0,205.0,50.0,100.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0113,300,PLN-300-02,BUY-06,16,225.0,205.0,50.0,100.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0113,400,PLN-400-02,BUY-06,16,225.0,205.0,50.0,100.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0114,100,PLN-100-03,BUY-07,19,2.6,2.3,1.0,1.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0114,200,PLN-200-03,BUY-07,19,2.6,2.3,1.0,1.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0114,300,PLN-300-03,BUY-07,19,2.6,2.3,1.0,1.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0114,400,PLN-400-03,BUY-07,19,2.6,2.3,1.0,1.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0115,100,PLN-100-04,BUY-08,22,6.0,12.75,2.0,5.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0115,200,PLN-200-04,BUY-08,22,6.0,12.75,2.0,5.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0115,300,PLN-300-04,BUY-08,22,6.0,12.75,2.0,5.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0115,400,PLN-400-04,BUY-08,22,6.0,12.75,2.0,5.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0116,100,PLN-100-05,BUY-09,25,15.5,28.0,5.0,10.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0116,200,PLN-200-05,BUY-09,25,15.5,28.0,5.0,10.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0116,300,PLN-300-05,BUY-09,25,15.5,28.0,5.0,10.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0116,400,PLN-400-05,BUY-09,25,15.5,28.0,5.0,10.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0117,100,PLN-100-06,BUY-10,28,38.0,61.0,10.0,20.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0117,200,PLN-200-06,BUY-10,28,38.0,61.0,10.0,20.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0117,300,PLN-300-06,BUY-10,28,38.0,61.0,10.0,20.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0117,400,PLN-400-06,BUY-10,28,38.0,61.0,10.0,20.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0118,100,PLN-100-07,BUY-11,31,112.5,165.0,25.0,50.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0118,200,PLN-200-07,BUY-11,31,112.5,165.0,25.0,50.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0118,300,PLN-300-07,BUY-11,31,112.5,165.0,25.0,50.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0118,400,PLN-400-07,BUY-11,31,112.5,165.0,25.0,50.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0119,100,PLN-100-08,BUY-12,34,260.0,180.0,50.0,100.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0119,200,PLN-200-08,BUY-12,34,260.0,180.0,50.0,100.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0119,300,PLN-300-08,BUY-12,34,260.0,180.0,50.0,100.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0119,400,PLN-400-08,BUY-12,34,260.0,180.0,50.0,100.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0120,100,PLN-100-01,BUY-01,37,1.2,2.05,1.0,1.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0120,200,PLN-200-01,BUY-01,37,1.2,2.05,1.0,1.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0120,300,PLN-300-01,BUY-01,37,1.2,2.05,1.0,1.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0120,400,PLN-400-01,BUY-01,37,1.2,2.05,1.0,1.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0121,100,PLN-100-02,BUY-02,40,7.75,11.5,2.0,5.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0121,200,PLN-200-02,BUY-02,40,7.75,11.5,2.0,5.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0121,300,PLN-300-02,BUY-02,40,7.75,11.5,2.0,5.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0121,400,PLN-400-02,BUY-02,40,7.75,11.5,2.0,5.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0122,100,PLN-100-03,BUY-03,43,19.0,25.5,5.0,10.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0122,200,PLN-200-03,BUY-03,43,19.0,25.5,5.0,10.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0122,300,PLN-300-03,BUY-03,43,19.0,25.5,5.0,10.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0122,400,PLN-400-03,BUY-03,43,19.0,25.5,5.0,10.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0123,100,PLN-100-04,BUY-04,46,45.0,56.0,10.0,20.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0123,200,PLN-200-04,BUY-04,46,45.0,56.0,10.0,20.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0123,300,PLN-300-04,BUY-04,46,45.0,56.0,10.0,20.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0123,400,PLN-400-04,BUY-04,46,45.0,56.0,10.0,20.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0124,100,PLN-100-05,BUY-05,49,130.0,152.5,25.0,50.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0124,200,PLN-200-05,BUY-05,49,130.0,152.5,25.0,50.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0124,300,PLN-300-05,BUY-05,49,130.0,152.5,25.0,50.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0124,400,PLN-400-05,BUY-05,49,130.0,152.5,25.0,50.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0125,100,PLN-100-06,BUY-06,52,120.0,330.0,50.0,100.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0125,200,PLN-200-06,BUY-06,52,120.0,330.0,50.0,100.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0125,300,PLN-300-06,BUY-06,52,120.0,330.0,50.0,100.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0125,400,PLN-400-06,BUY-06,52,120.0,330.0,50.0,100.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0126,100,PLN-100-07,BUY-07,55,1.55,1.8,1.0,1.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0126,200,PLN-200-07,BUY-07,55,1.55,1.8,1.0,1.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0126,300,PLN-300-07,BUY-07,55,1.55,1.8,1.0,1.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0126,400,PLN-400-07,BUY-07,55,1.55,1.8,1.0,1.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0127,100,PLN-100-08,BUY-08,58,9.5,10.25,2.0,5.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0127,200,PLN-200-08,BUY-08,58,9.5,10.25,2.0,5.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0127,300,PLN-300-08,BUY-08,58,9.5,10.25,2.0,5.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0127,400,PLN-400-08,BUY-08,58,9.5,10.25,2.0,5.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0128,100,PLN-100-01,BUY-09,61,22.5,23.0,5.0,10.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0128,200,PLN-200-01,BUY-09,61,22.5,23.0,5.0,10.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0128,300,PLN-300-01,BUY-09,61,22.5,23.0,5.0,10.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0128,400,PLN-400-01,BUY-09,61,22.5,23.0,5.0,10.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0129,100,PLN-100-02,BUY-10,9,52.0,51.0,10.0,20.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0129,200,PLN-200-02,BUY-10,9,52.0,51.0,10.0,20.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0129,300,PLN-300-02,BUY-10,9,52.0,51.0,10.0,20.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0129,400,PLN-400-02,BUY-10,9,52.0,51.0,10.0,20.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0130,100,PLN-100-03,BUY-11,12,60.0,140.0,25.0,50.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0130,200,PLN-200-03,BUY-11,12,60.0,140.0,25.0,50.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0130,300,PLN-300-03,BUY-11,12,60.0,140.0,25.0,50.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0130,400,PLN-400-03,BUY-11,12,60.0,140.0,25.0,50.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0131,100,PLN-100-04,BUY-12,15,155.0,305.0,50.0,100.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0131,200,PLN-200-04,BUY-12,15,155.0,305.0,50.0,100.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0131,300,PLN-300-04,BUY-12,15,155.0,305.0,50.0,100.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0131,400,PLN-400-04,BUY-12,15,155.0,305.0,50.0,100.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0132,100,PLN-100-05,BUY-01,18,1.9,3.3,1.0,1.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0132,200,PLN-200-05,BUY-01,18,1.9,3.3,1.0,1.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0132,300,PLN-300-05,BUY-01,18,1.9,3.3,1.0,1.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0132,400,PLN-400-05,BUY-01,18,1.9,3.3,1.0,1.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0133,100,PLN-100-06,BUY-02,21,11.25,9.0,2.0,5.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0133,200,PLN-200-06,BUY-02,21,11.25,9.0,2.0,5.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0133,300,PLN-300-06,BUY-02,21,11.25,9.0,2.0,5.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0133,400,PLN-400-06,BUY-02,21,11.25,9.0,2.0,5.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0134,100,PLN-100-07,BUY-03,24,26.0,20.5,5.0,10.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0134,200,PLN-200-07,BUY-03,24,26.0,20.5,5.0,10.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0134,300,PLN-300-07,BUY-03,24,26.0,20.5,5.0,10.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0134,400,PLN-400-07,BUY-03,24,26.0,20.5,5.0,10.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0135,100,PLN-100-08,BUY-04,27,24.0,46.0,10.0,20.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0135,200,PLN-200-08,BUY-04,27,24.0,46.0,10.0,20.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0135,300,PLN-300-08,BUY-04,27,24.0,46.0,10.0,20.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0135,400,PLN-400-08,BUY-04,27,24.0,46.0,10.0,20.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0136,100,PLN-100-01,BUY-05,30,77.5,127.5,25.0,50.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0136,200,PLN-200-01,BUY-05,30,77.5,127.5,25.0,50.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0136,300,PLN-300-01,BUY-05,30,77.5,127.5,25.0,50.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0136,400,PLN-400-01,BUY-05,30,77.5,127.5,25.0,50.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0137,100,PLN-100-02,BUY-06,33,190.0,280.0,50.0,100.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0137,200,PLN-200-02,BUY-06,33,190.0,280.0,50.0,100.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0137,300,PLN-300-02,BUY-06,33,190.0,280.0,50.0,100.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0137,400,PLN-400-02,BUY-06,33,190.0,280.0,50.0,100.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0138,100,PLN-100-03,BUY-07,36,2.25,3.05,1.0,1.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0138,200,PLN-200-03,BUY-07,36,2.25,3.05,1.0,1.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0138,300,PLN-300-03,BUY-07,36,2.25,3.05,1.0,1.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0138,400,PLN-400-03,BUY-07,36,2.25,3.05,1.0,1.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0139,100,PLN-100-04,BUY-08,39,13.0,16.5,2.0,5.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0139,200,PLN-200-04,BUY-08,39,13.0,16.5,2.0,5.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0139,300,PLN-300-04,BUY-08,39,13.0,16.5,2.0,5.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0139,400,PLN-400-04,BUY-08,39,13.0,16.5,2.0,5.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0140,100,PLN-100-05,BUY-09,42,12.0,18.0,5.0,10.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0140,200,PLN-200-05,BUY-09,42,12.0,18.0,5.0,10.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0140,300,PLN-300-05,BUY-09,42,12.0,18.0,5.0,10.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0140,400,PLN-400-05,BUY-09,42,12.0,18.0,5.0,10.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0141,100,PLN-100-06,BUY-10,45,31.0,41.0,10.0,20.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0141,200,PLN-200-06,BUY-10,45,31.0,41.0,10.0,20.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0141,300,PLN-300-06,BUY-10,45,31.0,41.0,10.0,20.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0141,400,PLN-400-06,BUY-10,45,31.0,41.0,10.0,20.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0142,100,PLN-100-07,BUY-11,48,95.0,115.0,25.0,50.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0142,200,PLN-200-07,BUY-11,48,95.0,115.0,25.0,50.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0142,300,PLN-300-07,BUY-11,48,95.0,115.0,25.0,50.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
